CZ;naics;emp
6100;2389;103
6100;4231;25
6100;4233;62
6100;4234;36
6100;4235;138
6100;4236;16
6100;4237;38
6100;4238;102
6100;4239;120
6100;4241;143
6100;4244;231
6100;4246;12
6100;4247;35
6100;4251;16
6100;4411;457
6100;4412;68
6100;4413;242
6100;4421;60
6100;4422;49
6100;4431;92
6100;4441;326
6100;4442;24
6100;4451;637
6100;4452;29
6100;4453;20
6100;4461;413
6100;4471;340
6100;4481;341
6100;4482;65
6100;4483;15
6100;4511;160
6100;4523;1016
6100;4531;16
6100;4532;48
6100;4533;74
6100;4539;43
6100;4541;23
6100;4543;37
6100;4841;406
6100;4842;83
6100;4884;5
6100;4885;53
6100;4921;155
6100;4931;189
6100;5111;57
6100;5121;65
6100;5151;10
6100;5173;158
6100;5221;488
6100;5222;182
6100;5223;18
6100;5231;26
6100;5239;45
6100;5241;108
6100;5242;146
6100;5311;78
6100;5312;28
6100;5313;20
6100;5321;21
6100;5322;61
6100;5411;158
6100;5412;251
6100;5413;70
6100;5415;18
6100;5416;29
6100;5418;15
6100;5419;93
6100;5511;79
6100;5611;50
6100;5612;101
6100;5613;654
6100;5614;109
6100;5616;26
6100;5617;421
6100;5619;19
6100;6111;189
6100;6211;1079
6100;6212;243
6100;6213;613
6100;6214;364
6100;6215;55
6100;6216;466
6100;6219;183
6100;6221;1881
6100;6231;1141
6100;6232;426
6100;6233;66
6100;6239;23
6100;6241;152
6100;6242;5
6100;6244;203
6100;7139;253
6100;7211;201
6100;7223;138
6100;7224;26
6100;7225;3634
6100;8111;152
6100;8112;60
6100;8113;166
6100;8121;72
6100;8122;64
6100;8123;116
6100;8131;768
6100;8133;29
6100;8134;15
6100;8139;49
10600;1133;59
10600;1153;42
10600;2131;120
10600;2361;4
10600;2382;6
10600;2389;23
10600;4411;39
10600;4413;39
10600;4461;43
10600;4471;80
10600;4481;22
10600;4523;206
10600;4531;5
10600;4841;36
10600;4842;22
10600;5173;28
10600;5221;49
10600;5222;5
10600;5223;4
10600;5242;8
10600;5411;9
10600;5412;5
10600;5413;13
