"cz","L_manuf_t0","L_manuf_t1","d_ln_L","IPW","period","sample"
"29201",1678,1516,-0.101527320824834,19.1288090578591,"1999-2011","manuf"
"29202",1180,1410,0.178075265912504,6.632786564981,"1999-2011","manuf"
"29203",5199,5017,-0.035634153899462,8.90319266124232,"1999-2011","manuf"
"29204",13215,11625,-0.128194596582833,15.9839895089609,"1999-2011","manuf"
"29301",67068,47401,-0.347063704550656,8.15812699272948,"1999-2011","manuf"
"29302",8195,8537,0.0408854458323766,11.9992208733389,"1999-2011","manuf"
"29303",4662,3927,-0.171568765017692,6.31242870537298,"1999-2011","manuf"
"29401",3974,3509,-0.124442047528547,22.5169884605051,"1999-2011","manuf"
"29402",7582,3033,-0.916224788387698,4.83455342479747,"1999-2011","manuf"
"29403",13791,9925,-0.328959378918945,12.1313634063684,"1999-2011","manuf"
"29501",2943,2470,-0.17521131861145,15.2826972237039,"1999-2011","manuf"
"29502",100220,79450,-0.232239876548853,12.0435285464207,"1999-2011","manuf"
"29503",9983,14231,0.354539037347235,11.5296526225688,"1999-2011","manuf"
"29504",8945,6268,-0.355637392466909,13.7850179476519,"1999-2011","manuf"
"29505",2261,2115,-0.0667523807975918,11.8144474202467,"1999-2011","manuf"
"29506",795,315,-0.925769475828699,20.8973246140835,"1999-2011","manuf"
"29601",17096,11800,-0.370744986545228,17.5216524171664,"1999-2011","manuf"
"29602",4007,2388,-0.517586636123652,15.0255520968052,"1999-2011","manuf"
"29700",34448,22797,-0.412821992266249,12.9651951765991,"1999-2011","manuf"
"29800",10501,7751,-0.303648623424483,28.9589106810118,"1999-2011","manuf"
"29901",27003,21842,-0.212113249167521,14.6805656392316,"1999-2011","manuf"
"29902",5220,2544,-0.718759756416672,17.2555774531537,"1999-2011","manuf"
"30000",15858,12942,-0.203196268215132,9.7738496475116,"1999-2011","manuf"
"3001",3760,1255,-1.09728338481806,11.0078018912737,"1999-2011","manuf"
"3002",3871,1380,-1.0314293724264,11.6164805672577,"1999-2011","manuf"
"3003",30600,25567,-0.179697551528578,10.8332947909428,"1999-2011","manuf"
"301",4977,3395,-0.382523538865758,17.8799214516682,"1999-2011","manuf"
"30100",35715,24451,-0.378899653726927,16.6316562868567,"1999-2011","manuf"
"302",51526,36701,-0.339282531996822,17.9219484372698,"1999-2011","manuf"
"30200",7859,5913,-0.284506055045346,7.04062764297283,"1999-2011","manuf"
"30300",34879,30580,-0.131538728404108,8.66505600246437,"1999-2011","manuf"
"30401",5699,3936,-0.370125741662857,25.645790292467,"1999-2011","manuf"
"30402",67632,56048,-0.187872777369304,12.7784370835494,"1999-2011","manuf"
"30403",1542,1800,0.154706389760982,16.6469815483655,"1999-2011","manuf"
"30501",563,529,-0.0622911962813912,14.864166935644,"1999-2011","manuf"
"30502",3018,3777,0.224335683384663,9.03162997339949,"1999-2011","manuf"
"30601",37128,17407,-0.757498977768304,28.7440797805659,"1999-2011","manuf"
"30602",857,430,-0.689652709910172,38.4698100632708,"1999-2011","manuf"
"30603",90,160,0.575364144903562,7.1376156387646,"1999-2011","manuf"
"30604",1430,1051,-0.307932352377001,8.12128840532366,"1999-2011","manuf"
"30605",70,10,-1.94591014905531,11.6611254426166,"1999-2011","manuf"
"30701",3963,2950,-0.29519614385657,9.31054288700143,"1999-2011","manuf"
"30702",10,30,1.09861228866811,19.7433710706822,"1999-2011","manuf"
"30801",1205,1183,-0.0184259819463684,16.0448795067704,"1999-2011","manuf"
"30802",7478,5863,-0.243303958572843,10.2339992961056,"1999-2011","manuf"
"30901",2496,3108,0.219289981998219,3.47137819306023,"1999-2011","manuf"
"30902",1045,1235,0.167054084663167,6.64965885774158,"1999-2011","manuf"
"30903",14714,10382,-0.348725884105034,11.2083899887153,"1999-2011","manuf"
"30904",2966,3031,0.0216783543599259,18.3738048303653,"1999-2011","manuf"
"30905",120,40,-1.09861228866811,29.9107967848972,"1999-2011","manuf"
"30906",160,130,-0.207639364778244,24.0514058873894,"1999-2011","manuf"
"30907",70,10,-1.94591014905531,12.6287906892475,"1999-2011","manuf"
"30908",2870,2885,0.00521287018853389,3.23469127896872,"1999-2011","manuf"
"31001",5895,4311,-0.312934638224336,1.06793902880485,"1999-2011","manuf"
"31002",325,220,-0.390197635977375,11.1587313564508,"1999-2011","manuf"
"31003",120,140,0.154150679827258,4.16482430641368,"1999-2011","manuf"
"31004",4100,4000,-0.0246926125903713,1.18149134214458,"1999-2011","manuf"
"31005",260,475,0.602633173019114,2.95929281293121,"1999-2011","manuf"
"31006",2280,1906,-0.179168637734339,1.56262813519253,"1999-2011","manuf"
"31007",2447,4345,0.574162974256821,2.06135449236652,"1999-2011","manuf"
"3101",7823,4381,-0.579791103871182,12.6003287157068,"1999-2011","manuf"
"3102",2962,2116,-0.336337201849554,12.789442416967,"1999-2011","manuf"
"31101",13616,9403,-0.370216784536078,19.1644024531234,"1999-2011","manuf"
"31102",2014,2771,0.319085471584471,10.8790555228373,"1999-2011","manuf"
"31103",838,1531,0.602658295175601,5.54920457304049,"1999-2011","manuf"
"31201",73405,39491,-0.619919255346936,50.3434699586381,"1999-2011","manuf"
"31202",968,1165,0.185244278723224,9.73307824235007,"1999-2011","manuf"
"31301",54784,44933,-0.198225689134322,22.3147092851098,"1999-2011","manuf"
"31302",715,370,-0.658779537055738,8.53838185086503,"1999-2011","manuf"
"31303",2301,1192,-0.657711242410071,11.1715405685325,"1999-2011","manuf"
"31304",50,100,0.693147180559946,20.4447057664514,"1999-2011","manuf"
"31401",6177,7069,0.134886310475055,15.5201473167008,"1999-2011","manuf"
"31402",870,50,-2.85647020622048,7.46285940468231,"1999-2011","manuf"
"31403",160,60,-0.980829253011726,3.23091760687697,"1999-2011","manuf"
"31404",80,170,0.753771802376381,8.29079690193886,"1999-2011","manuf"
"31501",495,425,-0.152468593644273,6.89984752969528,"1999-2011","manuf"
"31502",110,100,-0.0953101798043248,5.86066262485212,"1999-2011","manuf"
"31503",1728,1052,-0.496271556066345,42.9487441230812,"1999-2011","manuf"
"31600",25741,11559,-0.800620697140058,25.3311729975425,"1999-2011","manuf"
"31700",13251,10876,-0.197514494512275,10.0501101396354,"1999-2011","manuf"
"31800",8236,7488,-0.0952130499902513,6.86920172379515,"1999-2011","manuf"
"31900",18237,13975,-0.266182478393533,16.9441524648384,"1999-2011","manuf"
"32000",193415,193120,-0.00152638212464673,22.1954058596851,"1999-2011","manuf"
"3201",990,160,-1.82253112789481,27.7225393035758,"1999-2011","manuf"
"3202",2570,735,-1.25179067867643,7.85547415165372,"1999-2011","manuf"
"3203",6337,3278,-0.659171990019743,9.58432769555397,"1999-2011","manuf"
"32100",27549,26049,-0.0559868575528775,8.7892131599862,"1999-2011","manuf"
"32201",8527,6600,-0.256167950727532,5.83687747934076,"1999-2011","manuf"
"32202",7095,6702,-0.0569843212968877,7.28569768077217,"1999-2011","manuf"
"32301",4591,3756,-0.200743303921069,15.6118886041405,"1999-2011","manuf"
"32302",1738,1135,-0.426102375909834,8.90695235140253,"1999-2011","manuf"
"32303",325,120,-0.996333439547691,7.10335708142039,"1999-2011","manuf"
"32304",1090,760,-0.360614541942812,21.5818200513995,"1999-2011","manuf"
"32305",465,525,0.121360857004268,12.4253194825193,"1999-2011","manuf"
"32306",1238,415,-1.09297393301384,38.5761933496102,"1999-2011","manuf"
"32401",1688,838,-0.70028157467382,11.9747827932323,"1999-2011","manuf"
"32402",1100,895,-0.206241740511606,9.99839338431316,"1999-2011","manuf"
"32403",567,290,-0.670478380747232,31.9908161373946,"1999-2011","manuf"
"32501",6067,3949,-0.429401866655647,16.9440937784438,"1999-2011","manuf"
"32502",20,20,0,23.4976503943459,"1999-2011","manuf"
"32503",60,30,-0.693147180559945,13.0467726079708,"1999-2011","manuf"
"32601",10035,5185,-0.660309140566811,10.5536280889728,"1999-2011","manuf"
"32602",970,1040,0.0696799206379897,14.2904274480279,"1999-2011","manuf"
"32603",80,90,0.117783035656384,1.83144469381776,"1999-2011","manuf"
"32604",1330,1215,-0.0904348654411509,9.7080577987021,"1999-2011","manuf"
"32701",4555,3004,-0.416280796810032,17.6959987969108,"1999-2011","manuf"
"32702",2600,3230,0.216970692207129,13.5124593621573,"1999-2011","manuf"
"32801",19520,16186,-0.187292909911436,8.65173173630448,"1999-2011","manuf"
"32802",4406,4884,0.102997307868305,11.6949038710687,"1999-2011","manuf"
"32900",9994,6968,-0.36065667337181,10.3809453101686,"1999-2011","manuf"
"3300",49716,33912,-0.382557878832928,9.35075859973163,"1999-2011","manuf"
"33000",109306,84463,-0.257837719813166,12.7977720514254,"1999-2011","manuf"
"33100",220084,142841,-0.432277168118324,27.0497683922674,"1999-2011","manuf"
"33200",15506,12517,-0.214139325450882,8.02176004383444,"1999-2011","manuf"
"33300",20523,15668,-0.269925792643386,11.5112133240219,"1999-2011","manuf"
"33400",21366,15913,-0.294664488295648,17.6064987499532,"1999-2011","manuf"
"33500",18261,16781,-0.0845203441608735,7.42559927993928,"1999-2011","manuf"
"33601",5545,6026,0.0831868199057784,19.3580776279334,"1999-2011","manuf"
"33602",1570,1290,-0.196433400986636,17.0740153376368,"1999-2011","manuf"
"33603",495,405,-0.200670695462152,20.0577364321296,"1999-2011","manuf"
"33700",7829,6588,-0.172584975610384,11.9947378186008,"1999-2011","manuf"
"33801",1779,1950,0.0917779638919578,9.21953442893539,"1999-2011","manuf"
"33802",3600,1830,-0.676617878608734,15.3364702794923,"1999-2011","manuf"
"33803",56591,34756,-0.487497742987944,27.6221947174495,"1999-2011","manuf"
"33901",3191,1787,-0.579796111118816,19.4199417349283,"1999-2011","manuf"
"33902",13670,9359,-0.378865203560739,18.2062416596675,"1999-2011","manuf"
"3400",13645,12316,-0.102473924098048,6.06849089763879,"1999-2011","manuf"
"34001",21125,14036,-0.40883171552227,14.8207569266357,"1999-2011","manuf"
"34002",8751,7069,-0.213448952364878,7.2602652833108,"1999-2011","manuf"
"34101",1750,1750,0,7.41100908117355,"1999-2011","manuf"
"34102",3690,4608,0.222167465341155,9.10043443022171,"1999-2011","manuf"
"34103",405,275,-0.387115969439967,7.47588405267603,"1999-2011","manuf"
"34104",185,375,0.706570200892086,7.1236459529459,"1999-2011","manuf"
"34106",10,70,1.94591014905531,24.2680380255297,"1999-2011","manuf"
"34107",130,192,0.389960921572199,10.6061621789484,"1999-2011","manuf"
"34108",1566,1775,0.125275825358768,7.52457662003058,"1999-2011","manuf"
"34109",298,350,0.160839667978054,8.69871906584688,"1999-2011","manuf"
"34110",595,571,-0.0411721958896196,6.26602556112955,"1999-2011","manuf"
"34111",790,566,-0.333438867257884,4.79662255752728,"1999-2011","manuf"
"34112",235,80,-1.07755887947028,7.41100908117354,"1999-2011","manuf"
"34113",40,20,-0.693147180559945,6.27827734502958,"1999-2011","manuf"
"34114",3760,3283,-0.135661318882347,7.3922988773087,"1999-2011","manuf"
"34115",653,723,0.101832092882334,11.2230136112167,"1999-2011","manuf"
"34201",150,100,-0.405465108108164,11.815302495091,"1999-2011","manuf"
"34202",270,160,-0.523248143764548,6.26526261584805,"1999-2011","manuf"
"34203",1346,1329,-0.0127104514914276,9.86431369889024,"1999-2011","manuf"
"34204",390,545,0.334639055539552,11.4867628282767,"1999-2011","manuf"
"34301",1099,878,-0.224509360768504,6.49140414702784,"1999-2011","manuf"
"34302",405,600,0.393042588109608,4.12843258805688,"1999-2011","manuf"
"34303",693,480,-0.367243895287967,73.899883306946,"1999-2011","manuf"
"34304",596,486,-0.204032043164856,10.4501663521058,"1999-2011","manuf"
"34305",180,150,-0.182321556793955,5.57818191465472,"1999-2011","manuf"
"34306",10,10,0,6.00847327589026,"1999-2011","manuf"
"34307",100,40,-0.916290731874156,5.15455384203693,"1999-2011","manuf"
"34308",3930,4353,0.102225836688991,12.0684240800205,"1999-2011","manuf"
"34309",10,40,1.38629436111989,23.3740098613077,"1999-2011","manuf"
"34401",110,150,0.310154928303839,22.1277264859253,"1999-2011","manuf"
"34402",3908,3500,-0.110262765685169,27.4143009675937,"1999-2011","manuf"
"34403",1353,1421,0.0490364999263129,8.17940849433398,"1999-2011","manuf"
"34404",1171,1122,-0.0427452775150758,6.5982462141857,"1999-2011","manuf"
"34501",406,345,-0.162808742570372,5.29054932051736,"1999-2011","manuf"
"34502",950,257,-1.30738589969937,6.67053337838,"1999-2011","manuf"
"34503",5718,3685,-0.43934856825882,10.931207139758,"1999-2011","manuf"
"34504",4753,2885,-0.499251097671809,10.0147668866138,"1999-2011","manuf"
"34601",705,1080,0.426518517305997,7.28119949277306,"1999-2011","manuf"
"34602",365,434,0.173147180517914,44.4309578742862,"1999-2011","manuf"
"34603",2067,2263,0.0905930859517694,11.0783616707997,"1999-2011","manuf"
"34604",20,10,-0.693147180559945,4.19410385975717,"1999-2011","manuf"
"34701",11349,9797,-0.147053417956498,15.3141942450584,"1999-2011","manuf"
"34702",578,313,-0.613370678132225,4.89845523588218,"1999-2011","manuf"
"34703",1983,1185,-0.514868074950565,6.99351027827277,"1999-2011","manuf"
"34801",690,272,-0.930889531295307,4.40187326674606,"1999-2011","manuf"
"34802",2476,1628,-0.419292087242002,20.5570676751514,"1999-2011","manuf"
"34803",190,90,-0.747214401830221,4.81911511986268,"1999-2011","manuf"
"34804",40,20,-0.693147180559945,3.02445701607553,"1999-2011","manuf"
"34805",788,468,-0.521029793940232,7.14096672179078,"1999-2011","manuf"
"34901",26937,17012,-0.459581828815393,24.3262703498987,"1999-2011","manuf"
"34902",190,200,0.0512932943875501,21.1238806830103,"1999-2011","manuf"
"3500",31990,27945,-0.135185061239765,12.3151139473856,"1999-2011","manuf"
"35001",153329,98815,-0.439336524453722,20.3883953296347,"1999-2011","manuf"
"35002",335,285,-0.161641351556415,4.60436536511898,"1999-2011","manuf"
"35100",30474,33021,0.0802698616622006,15.4063210607891,"1999-2011","manuf"
"35201",6782,4978,-0.309243839758047,12.5794925577258,"1999-2011","manuf"
"35202",167,151,-0.100713975601831,18.1845152389019,"1999-2011","manuf"
"35300",3154,2522,-0.223619250998119,9.83405055874663,"1999-2011","manuf"
"35401",7722,8787,0.129199958671661,14.8036938708816,"1999-2011","manuf"
"35402",871,756,-0.14160060067297,14.1310054026125,"1999-2011","manuf"
"35500",2471,1534,-0.476744224061409,11.5097415391709,"1999-2011","manuf"
"35600",1862,1368,-0.308301359654517,7.53877319055108,"1999-2011","manuf"
"35701",5976,5665,-0.0534445533505465,8.49261998623332,"1999-2011","manuf"
"35702",3872,2430,-0.465879912061874,6.67272411836898,"1999-2011","manuf"
"35801",32017,28139,-0.129110497284302,43.5854689665842,"1999-2011","manuf"
"35802",3727,2392,-0.443473784408736,6.04479720197983,"1999-2011","manuf"
"35803",240,220,-0.0870113769896292,7.08852184236098,"1999-2011","manuf"
"35901",4527,3913,-0.145755125225547,12.0081864833045,"1999-2011","manuf"
"35902",1300,1561,0.182962377065804,6.00119335928384,"1999-2011","manuf"
"35903",90,50,-0.587786664902119,26.1241146538244,"1999-2011","manuf"
"35904",870,380,-0.828321958928198,4.02651058434786,"1999-2011","manuf"
"35905",80,40,-0.693147180559945,32.2606027744262,"1999-2011","manuf"
"3600",4955,4886,-0.014023194946402,13.2026297135444,"1999-2011","manuf"
"36000",17686,16641,-0.0609038364123364,13.5810351228925,"1999-2011","manuf"
"36100",85922,71855,-0.178789708430839,23.8712575153395,"1999-2011","manuf"
"36200",21026,20686,-0.0163026241980262,15.0137915514146,"1999-2011","manuf"
"36301",14906,10907,-0.312359031512896,12.8376199073521,"1999-2011","manuf"
"36302",180,140,-0.251314428280907,22.088501504815,"1999-2011","manuf"
"36303",443,604,0.310004427889679,12.944686251609,"1999-2011","manuf"
"36401",564,395,-0.356168486596937,16.1159430255913,"1999-2011","manuf"
"36402",460,582,0.235243958248297,23.965042792407,"1999-2011","manuf"
"36403",820,940,0.136575535005751,12.008116622819,"1999-2011","manuf"
"36404",2454,3228,0.274143404118983,12.3401047980773,"1999-2011","manuf"
"36501",5007,2407,-0.732455774546874,8.33450173588291,"1999-2011","manuf"
"36502",735,40,-2.9109910450989,8.71246943682078,"1999-2011","manuf"
"36503",495,190,-0.957533690408204,2.20078456675902,"1999-2011","manuf"
"36600",6916,4099,-0.523094526298843,5.73228572519006,"1999-2011","manuf"
"36700",5970,2687,-0.798321597771157,6.56928713353715,"1999-2011","manuf"
"36800",11501,7866,-0.379884314100826,18.259288240633,"1999-2011","manuf"
"36901",1250,705,-0.572701027484078,6.25677357750654,"1999-2011","manuf"
"36902",8663,6278,-0.322009624488242,9.31593660661409,"1999-2011","manuf"
"3700",14520,11212,-0.258542376094107,12.4462096498162,"1999-2011","manuf"
"37000",33899,30989,-0.0897532126209235,7.25697961755802,"1999-2011","manuf"
"37100",13818,12144,-0.12913686941333,7.26599263578715,"1999-2011","manuf"
"37200",48706,43418,-0.114928124118499,9.82968830926317,"1999-2011","manuf"
"37300",9940,7881,-0.232112221296971,9.03542514156261,"1999-2011","manuf"
"37400",83172,58245,-0.356252500872108,34.4846197824487,"1999-2011","manuf"
"37500",257591,102671,-0.919843354524708,60.6712307207219,"1999-2011","manuf"
"37601",380,330,-0.141078598259906,9.22032573307264,"1999-2011","manuf"
"37602",445,565,0.238751448980201,6.55729263527364,"1999-2011","manuf"
"37603",1184,670,-0.569376103058939,8.41739707766572,"1999-2011","manuf"
"37604",20238,19996,-0.012029771756243,15.7352764499834,"1999-2011","manuf"
"37700",31950,21410,-0.400314078221953,16.9091728491271,"1999-2011","manuf"
"37800",189980,130090,-0.378692284848569,20.384674784655,"1999-2011","manuf"
"37901",23858,23087,-0.0328499023095663,14.5035621032617,"1999-2011","manuf"
"37902",10,10,0,-0.297669533963871,"1999-2011","manuf"
"37903",455,415,-0.0920188987202524,11.1657462300327,"1999-2011","manuf"
"3800",20171,20663,0.0240987319622707,14.0175202988701,"1999-2011","manuf"
"38000",117098,94733,-0.211948782698656,36.0212595177635,"1999-2011","manuf"
"38100",4659,7455,0.470084115382042,10.902909020474,"1999-2011","manuf"
"38200",24579,18968,-0.259139071064682,27.1234584942341,"1999-2011","manuf"
"38300",1000056,622530,-0.474019457465483,21.743198501513,"1999-2011","manuf"
"38401",5495,5439,-0.0102433674147626,6.50896959143659,"1999-2011","manuf"
"38402",1060,2373,0.805886069329651,10.4901546841655,"1999-2011","manuf"
"38501",6176,5523,-0.111749621803424,7.44567055011523,"1999-2011","manuf"
"38502",3286,2381,-0.322150452110351,9.3503924962947,"1999-2011","manuf"
"38601",29519,22179,-0.285888228576663,33.0204919012651,"1999-2011","manuf"
"38602",2540,1977,-0.250583536841965,8.0941708090991,"1999-2011","manuf"
"38700",14716,11324,-0.262010969992875,7.77433641884488,"1999-2011","manuf"
"38801",132787,90410,-0.384391459935101,30.6673616094268,"1999-2011","manuf"
"38802",3457,2417,-0.357874059218141,16.7746958592482,"1999-2011","manuf"
"38901",64326,40165,-0.470967934476381,41.9718426394224,"1999-2011","manuf"
"38902",2732,2258,-0.190554475981074,3.88571264002508,"1999-2011","manuf"
"39000",10393,8134,-0.245079695121252,8.20577913595939,"1999-2011","manuf"
"3901",14707,9434,-0.444003386056107,8.56506466220993,"1999-2011","manuf"
"3902",315,230,-0.314493329902438,5.77668901538802,"1999-2011","manuf"
"39100",15996,14282,-0.113338687857654,7.04631997869951,"1999-2011","manuf"
"39201",2651,1910,-0.32783368524835,8.39613583124,"1999-2011","manuf"
"39202",325,164,-0.683958754505539,10.9324871875307,"1999-2011","manuf"
"39203",9464,5716,-0.504225866608465,7.66890065270984,"1999-2011","manuf"
"39204",40,10,-1.38629436111989,12.3340657064252,"1999-2011","manuf"
"39205",215,90,-0.870828357797397,4.63679697905873,"1999-2011","manuf"
"39301",230,254,0.099254958095341,11.7976832204538,"1999-2011","manuf"
"39302",9746,9835,0.00909050741970852,10.1613938608794,"1999-2011","manuf"
"39303",2594,2895,0.109784025130706,9.62917732973754,"1999-2011","manuf"
"39400",243380,158545,-0.428585543214687,12.5982520260618,"1999-2011","manuf"
"4001",3650,2831,-0.254097161464638,16.6855034385466,"1999-2011","manuf"
"4002",27647,16151,-0.537535255729674,15.1463459615566,"1999-2011","manuf"
"4003",4274,2973,-0.362978612880996,9.48707855643556,"1999-2011","manuf"
"4004",1225,1068,-0.137153103458687,16.4955237396509,"1999-2011","manuf"
"401",51618,24473,-0.7462999798264,13.8727912733454,"1999-2011","manuf"
"402",19882,6167,-1.1706023037806,15.2139852804662,"1999-2011","manuf"
"4101",3894,3482,-0.111830065604011,13.5796790374504,"1999-2011","manuf"
"4102",14894,8962,-0.507965030924503,11.0734606077492,"1999-2011","manuf"
"4103",10936,6393,-0.536856457637059,9.81495523184608,"1999-2011","manuf"
"4200",37339,23177,-0.476877949202562,15.5358789826931,"1999-2011","manuf"
"4301",4762,4750,-0.00252313001812254,26.609979926011,"1999-2011","manuf"
"4302",7402,4308,-0.541276474669822,13.7671970513034,"1999-2011","manuf"
"4401",8216,6276,-0.269350637755471,7.30197687329118,"1999-2011","manuf"
"4402",8908,4790,-0.620419337972297,23.5536216812777,"1999-2011","manuf"
"4501",885,415,-0.757309124777231,10.6702287394514,"1999-2011","manuf"
"4502",1460,525,-1.02279345211076,13.5315173488813,"1999-2011","manuf"
"4601",4879,4704,-0.0365270702373746,12.6199213730381,"1999-2011","manuf"
"4602",13289,8441,-0.453835840347788,15.9302395651334,"1999-2011","manuf"
"4701",12698,5504,-0.835969400117216,17.7863643636776,"1999-2011","manuf"
"4702",9000,5182,-0.552033495196302,18.174800687292,"1999-2011","manuf"
"4800",12032,3354,-1.27741610380647,13.6693404095824,"1999-2011","manuf"
"4901",26264,14015,-0.62807099558254,14.9576400997534,"1999-2011","manuf"
"4902",12785,7559,-0.52553370243311,12.0335302520697,"1999-2011","manuf"
"4903",8636,2615,-1.19467541513567,20.9863179169962,"1999-2011","manuf"
"500",146995,83000,-0.57155796479822,13.5947704921065,"1999-2011","manuf"
"5000",40013,25909,-0.434614002620682,19.8932016646884,"1999-2011","manuf"
"5100",16539,10207,-0.482647468854294,15.9662246499822,"1999-2011","manuf"
"5201",8558,4158,-0.721832328558804,14.979236882703,"1999-2011","manuf"
"5202",57193,35474,-0.477631479491228,23.4838825081919,"1999-2011","manuf"
"5300",7372,3782,-0.667436069571311,49.5561057931543,"1999-2011","manuf"
"5401",18307,15597,-0.160204912299189,12.3329690931703,"1999-2011","manuf"
"5402",10961,8309,-0.277004253550743,11.8307320636239,"1999-2011","manuf"
"5500",24547,10174,-0.880754200780311,10.8008785382509,"1999-2011","manuf"
"5600",87762,55713,-0.45441509225398,17.7317584488712,"1999-2011","manuf"
"5700",16156,13202,-0.201923164434588,17.4182796488592,"1999-2011","manuf"
"5800",14576,8598,-0.527846722443513,18.8490294682938,"1999-2011","manuf"
"5900",16215,12364,-0.271147715489411,17.967277785143,"1999-2011","manuf"
"6000",57468,37313,-0.431886479750426,32.923985256159,"1999-2011","manuf"
"601",10392,5950,-0.55764505981076,18.2477501767633,"1999-2011","manuf"
"602",9703,2995,-1.17549088447575,18.2829373124938,"1999-2011","manuf"
"6100",42906,27899,-0.430420830403252,12.7571634727966,"1999-2011","manuf"
"6200",23613,15100,-0.447102664007545,14.6326801692217,"1999-2011","manuf"
"6301",14354,8398,-0.536035066745878,16.8954694819874,"1999-2011","manuf"
"6302",12745,6864,-0.618848675642418,14.0342562696845,"1999-2011","manuf"
"6401",46113,36120,-0.24424817736212,12.844026028621,"1999-2011","manuf"
"6402",9585,6897,-0.329112842048454,21.5421005236014,"1999-2011","manuf"
"6501",3785,2795,-0.30321378028235,9.54274793215489,"1999-2011","manuf"
"6502",31949,18744,-0.533267180223689,21.9168196887701,"1999-2011","manuf"
"6600",76071,51352,-0.392963230700103,20.3440213402101,"1999-2011","manuf"
"6700",80855,51217,-0.456585918844622,19.2806474976289,"1999-2011","manuf"
"6800",21577,16022,-0.297665154764323,9.5738493292766,"1999-2011","manuf"
"6900",22349,16442,-0.306942540599344,15.6289793772083,"1999-2011","manuf"
"700",49546,31551,-0.451296246772584,11.9787743246382,"1999-2011","manuf"
"7000",96935,21554,-1.50347923661653,24.7458469703107,"1999-2011","manuf"
"7100",34699,18813,-0.612162747864756,19.1575877537259,"1999-2011","manuf"
"7200",8697,7403,-0.161092815146668,14.0835495814594,"1999-2011","manuf"
"7300",23429,19918,-0.162350725775056,20.2958011362354,"1999-2011","manuf"
"7400",50581,40230,-0.228963025745026,17.5901917311185,"1999-2011","manuf"
"7500",16192,11328,-0.357239756153692,12.0273350168798,"1999-2011","manuf"
"7600",38329,27292,-0.339613170873806,9.9269156804118,"1999-2011","manuf"
"7700",8222,6025,-0.310896009098968,4.38297944938488,"1999-2011","manuf"
"7800",10872,6022,-0.5907712467893,10.2472492888279,"1999-2011","manuf"
"7900",7758,5086,-0.422232902017846,13.6882127684766,"1999-2011","manuf"
"800",65929,25850,-0.93626780445374,9.78953947380738,"1999-2011","manuf"
"8000",22405,10518,-0.756196073070955,12.2614227611308,"1999-2011","manuf"
"8100",47132,37856,-0.219162688055118,20.1601003047049,"1999-2011","manuf"
"8201",8653,4521,-0.649172873312134,12.2578473805729,"1999-2011","manuf"
"8202",25879,23673,-0.0890966708028014,10.7709025735133,"1999-2011","manuf"
"8300",112881,63963,-0.568029375289614,13.5629799418299,"1999-2011","manuf"
"8401",57000,25738,-0.795082768763077,17.3494584032007,"1999-2011","manuf"
"8402",3739,1444,-0.951401155524342,13.0860862384381,"1999-2011","manuf"
"8501",4985,1905,-0.961951394835136,11.3257984118875,"1999-2011","manuf"
"8502",4835,2115,-0.826826316407016,8.87412715968673,"1999-2011","manuf"
"8503",22568,10794,-0.737542549503244,13.0163700803341,"1999-2011","manuf"
"8601",13047,6412,-0.710386987536305,7.03315513736441,"1999-2011","manuf"
"8602",4671,2637,-0.571731274148821,8.53664369409188,"1999-2011","manuf"
"8701",5750,4590,-0.225319830736805,7.52020798239557,"1999-2011","manuf"
"8702",9953,5100,-0.668633473533646,13.7365640779688,"1999-2011","manuf"
"8800",18291,18150,-0.00773857488292862,6.7884718215739,"1999-2011","manuf"
"8900",23012,13535,-0.530736895934782,12.7751817358278,"1999-2011","manuf"
"900",117177,65437,-0.582597764427549,11.7925879691383,"1999-2011","manuf"
"9001",11507,6399,-0.586813817683998,16.2783386316757,"1999-2011","manuf"
"9002",8924,3832,-0.845357416461672,8.12447158712364,"1999-2011","manuf"
"9003",6310,4152,-0.418545530689535,18.618971953591,"1999-2011","manuf"
"9100",162743,105365,-0.434741756761825,17.7579150874126,"1999-2011","manuf"
"9200",14541,5934,-0.896273723662718,13.3814224663243,"1999-2011","manuf"
"9301",16809,8294,-0.706382095427067,11.2124927705265,"1999-2011","manuf"
"9302",12758,7297,-0.558695221036279,12.5262704964827,"1999-2011","manuf"
"9400",33147,27079,-0.202193695058776,9.0122044554538,"1999-2011","manuf"
"9500",19523,11914,-0.493879078494169,16.6108062735318,"1999-2011","manuf"
"9600",54259,33660,-0.477458688515767,13.9655681201799,"1999-2011","manuf"
"9701",28328,13729,-0.724340330894135,15.2399911348258,"1999-2011","manuf"
"9702",7443,3455,-0.767451536158141,11.4217382888995,"1999-2011","manuf"
"9800",10085,7018,-0.362570894245152,7.29194715882914,"1999-2011","manuf"
"9900",7311,5884,-0.217143260571987,19.2519359236982,"1999-2011","manuf"
