"cz","L_manuf_t0","L_manuf_t1","d_ln_L","IPW","period","sample"
"100",66877,50390,-0.283062368618527,20.2811488677156,"1999-2011","full"
"10000",4112,3804,-0.0778563834697206,8.76457000732255,"1999-2011","full"
"1001",4043,2057,-0.675738379987814,22.9537542193245,"1999-2011","full"
"1002",30730,13889,-0.794142216208311,16.745067313042,"1999-2011","full"
"10101",3809,1505,-0.928573789295629,17.495892853907,"1999-2011","full"
"10102",5545,4132,-0.294135069544939,12.5577519051926,"1999-2011","full"
"10200",11750,8537,-0.319443582561998,9.69622712053497,"1999-2011","full"
"10301",6330,5485,-0.14328314242889,12.0793567919519,"1999-2011","full"
"10302",18037,9494,-0.641765183558936,15.2982728630329,"1999-2011","full"
"10400",14438,5963,-0.884289909575999,31.7378184381571,"1999-2011","full"
"10501",9125,5348,-0.534295240228857,12.7700235886859,"1999-2011","full"
"10502",11372,4378,-0.954562194688082,19.6386593042846,"1999-2011","full"
"10600",20394,9057,-0.811702800549222,12.590360374084,"1999-2011","full"
"10700",60410,41633,-0.372261532124403,9.99997154823521,"1999-2011","full"
"10801",21885,18694,-0.157598853882465,8.9266476379348,"1999-2011","full"
"10802",5607,4105,-0.311810074237144,6.14119851329401,"1999-2011","full"
"10900",13811,7285,-0.639647936448624,14.4221425421752,"1999-2011","full"
"1100",82077,43081,-0.644575766400452,16.9099892271264,"1999-2011","full"
"11001",34407,26165,-0.273837392226323,15.6115671083224,"1999-2011","full"
"11002",7683,2980,-0.947086795368184,18.0521002597797,"1999-2011","full"
"11101",20202,20674,0.0230952627393002,16.693723326472,"1999-2011","full"
"11102",7502,5777,-0.261285134860566,22.6491705784911,"1999-2011","full"
"11201",9007,7111,-0.236359171900224,17.1037689147131,"1999-2011","full"
"11202",243,212,-0.136475168668536,12.7427332998208,"1999-2011","full"
"11203",1569,1124,-0.333544722279396,10.6288002859456,"1999-2011","full"
"11301",5558,3249,-0.536891074633349,8.48456829586332,"1999-2011","full"
"11302",88419,59490,-0.39627864747588,13.1305486507884,"1999-2011","full"
"11303",3485,1984,-0.563353035349806,12.2169112560667,"1999-2011","full"
"11304",70043,52351,-0.291138299836552,26.5699719202369,"1999-2011","full"
"11401",5771,5096,-0.124389457458967,7.19177360146899,"1999-2011","full"
"11402",14793,10708,-0.323162970251992,8.85288026124523,"1999-2011","full"
"11403",1218,958,-0.240117670298982,8.84995059331692,"1999-2011","full"
"11500",31362,16964,-0.614503517346495,11.476176420045,"1999-2011","full"
"11600",422537,218564,-0.659198139101855,8.42740781855614,"1999-2011","full"
"11700",25417,18883,-0.297156195088071,5.91253907494894,"1999-2011","full"
"11800",7048,6473,-0.0851042090705061,9.00891191649965,"1999-2011","full"
"11900",50446,25429,-0.685013202206752,8.42064402180982,"1999-2011","full"
"12001",12991,9906,-0.271116175847549,23.3122701845156,"1999-2011","full"
"12002",4588,3009,-0.421836401619217,10.1636867219177,"1999-2011","full"
"1201",4275,1332,-1.16610253027053,11.8231211302529,"1999-2011","full"
"1202",2119,1145,-0.615539642279959,22.3846878060395,"1999-2011","full"
"1203",37220,20441,-0.599303563396264,14.8226313971095,"1999-2011","full"
"1204",6695,1875,-1.27275231972076,39.4238612649699,"1999-2011","full"
"12100",48480,33507,-0.369396969534259,9.99489670761922,"1999-2011","full"
"12200",176489,118403,-0.399164491518274,10.8357802063632,"1999-2011","full"
"12301",10923,6474,-0.523076502357354,14.4450183554692,"1999-2011","full"
"12302",6664,4020,-0.505438002233612,10.4142712574141,"1999-2011","full"
"12401",4663,2974,-0.44975116978822,7.76960723614459,"1999-2011","full"
"12402",5118,3608,-0.349610135537221,11.3137807684201,"1999-2011","full"
"12501",130434,74263,-0.563254505170649,10.5962389497429,"1999-2011","full"
"12502",12507,7029,-0.576244039373002,14.256498510921,"1999-2011","full"
"12600",14556,7015,-0.72995256619549,9.30439707902766,"1999-2011","full"
"12701",146655,102000,-0.363110076341473,11.0642041991237,"1999-2011","full"
"12702",5872,2638,-0.800174237017091,33.1158794978193,"1999-2011","full"
"12800",14664,9070,-0.480423246410359,20.0332231581186,"1999-2011","full"
"12901",49785,33329,-0.401285844970799,30.9528943694347,"1999-2011","full"
"12902",3655,4524,0.213300465052132,23.7467539616585,"1999-2011","full"
"12903",11810,5210,-0.818366774443994,28.4253105812937,"1999-2011","full"
"13000",12286,7981,-0.431396685847865,17.1420282619711,"1999-2011","full"
"1301",9491,6935,-0.313762927381559,13.306949712422,"1999-2011","full"
"1302",43390,22670,-0.649186535290822,16.0132761048343,"1999-2011","full"
"13101",92186,61212,-0.409465026486531,15.6566193868061,"1999-2011","full"
"13102",6846,4866,-0.341392295746664,9.32051274379808,"1999-2011","full"
"13103",6151,7586,0.209689773040475,8.19341373855869,"1999-2011","full"
"13200",18357,13062,-0.340303721668047,8.03642927849768,"1999-2011","full"
"13300",38137,26224,-0.374509917499783,20.1643362374751,"1999-2011","full"
"13400",34333,27025,-0.239344627251262,12.8947353272615,"1999-2011","full"
"13501",79223,51249,-0.435570555068661,9.60935037909256,"1999-2011","full"
"13502",19972,10729,-0.621380936983753,9.94858295975351,"1999-2011","full"
"13600",63036,40546,-0.441268859713823,11.9914867728776,"1999-2011","full"
"13700",92929,73962,-0.228284312926224,9.9812591420878,"1999-2011","full"
"13800",25406,18972,-0.292021158585934,8.963475900002,"1999-2011","full"
"13900",33411,18254,-0.604500952984388,8.54553748052811,"1999-2011","full"
"1400",58022,26970,-0.766097111819626,17.1440549203388,"1999-2011","full"
"14000",42927,17869,-0.876433630696184,9.11535612844748,"1999-2011","full"
"14100",89409,56283,-0.462828812523824,15.7877733719566,"1999-2011","full"
"14200",112103,69588,-0.476825952857522,15.8832668489527,"1999-2011","full"
"14300",26096,19691,-0.281620367315623,20.3844672549831,"1999-2011","full"
"14400",25061,21565,-0.150241222801812,8.39508054639129,"1999-2011","full"
"14500",43676,34291,-0.241915823080934,9.18793657073122,"1999-2011","full"
"14600",26155,17099,-0.425020394556118,20.7558006645367,"1999-2011","full"
"14700",50732,38678,-0.271285912265077,13.2860370934854,"1999-2011","full"
"14801",4690,3806,-0.208853813584231,8.67658242258427,"1999-2011","full"
"14802",2026,2465,0.196128401668162,9.15998639056945,"1999-2011","full"
"14900",51345,41219,-0.219668245550153,9.71861645643484,"1999-2011","full"
"1500",24788,20967,-0.16740989193676,13.3160902036486,"1999-2011","full"
"15000",82782,51969,-0.465563259489038,13.7774303573477,"1999-2011","full"
"15100",49580,27439,-0.591622167562114,10.0775194121995,"1999-2011","full"
"15200",236984,145269,-0.489405432180305,11.6618915893724,"1999-2011","full"
"15300",18918,12071,-0.449307968071988,11.276274178982,"1999-2011","full"
"15400",17362,7957,-0.780231865574219,9.75714073662667,"1999-2011","full"
"15500",14338,7265,-0.679845058408434,11.0250366529548,"1999-2011","full"
"15600",9430,5667,-0.509236219457884,17.328041460188,"1999-2011","full"
"15700",16390,12297,-0.287316062565429,9.41116969824415,"1999-2011","full"
"15800",3966,2333,-0.530603037058311,31.440048278624,"1999-2011","full"
"15900",105235,66676,-0.456350876510294,18.5693434244638,"1999-2011","full"
"1600",27451,18132,-0.41472426408588,15.3296465710178,"1999-2011","full"
"16000",44266,25060,-0.568943938551932,18.6840929583146,"1999-2011","full"
"16100",22153,14118,-0.450522348527258,18.9580107024214,"1999-2011","full"
"16200",29227,18716,-0.445714166572078,23.0231967410527,"1999-2011","full"
"16300",135972,102614,-0.281474606516804,16.7591934777545,"1999-2011","full"
"16400",78406,41619,-0.633343661273592,8.61229699626558,"1999-2011","full"
"16500",72398,53832,-0.296310588814704,11.3274145324549,"1999-2011","full"
"16600",47327,29912,-0.458821219489041,16.0730513717266,"1999-2011","full"
"16701",2849,2083,-0.313158893236936,9.73695868112963,"1999-2011","full"
"16702",7422,7753,0.043631302598417,11.2572340465187,"1999-2011","full"
"16703",1846,1182,-0.445813217096753,11.2557126265015,"1999-2011","full"
"16801",3551,3944,0.104966182779439,10.7629878265821,"1999-2011","full"
"16802",1952,2027,0.0377023794789624,9.34368999511326,"1999-2011","full"
"16901",9318,7796,-0.178337231749291,14.5497671927649,"1999-2011","full"
"16902",1125,360,-1.13943428318836,19.246721750384,"1999-2011","full"
"17000",2436,1506,-0.480900220469949,10.9993459985637,"1999-2011","full"
"1701",111907,60947,-0.607663535171563,57.4396842780541,"1999-2011","full"
"1702",6369,2385,-0.982243347048923,10.2452441484844,"1999-2011","full"
"17100",18999,14037,-0.302689645650215,13.2255232126556,"1999-2011","full"
"17200",23267,15945,-0.377890747183136,16.5742668836959,"1999-2011","full"
"17300",18405,11972,-0.430051776840532,12.7012968001731,"1999-2011","full"
"17400",33357,21188,-0.453832661706942,11.5292322999714,"1999-2011","full"
"17501",10408,9450,-0.096559999704553,7.36395810183142,"1999-2011","full"
"17502",13642,8735,-0.445815325646508,13.3704074377268,"1999-2011","full"
"17600",13649,7981,-0.536602541980187,20.0945713848045,"1999-2011","full"
"17700",73371,46852,-0.448535064974255,16.029661953748,"1999-2011","full"
"17800",11624,8458,-0.317959187217685,17.2678856018444,"1999-2011","full"
"17900",29172,10915,-0.98307135512008,77.5260686838088,"1999-2011","full"
"1800",19055,14970,-0.241281335894287,11.6589847948935,"1999-2011","full"
"18000",193031,120132,-0.474259659542902,14.5518642707107,"1999-2011","full"
"18100",27924,19781,-0.344764653074217,23.8269312072282,"1999-2011","full"
"18201",16015,12765,-0.226818732367674,16.1122994001497,"1999-2011","full"
"18202",10419,8325,-0.224368026563539,11.9932274583826,"1999-2011","full"
"18300",11221,6177,-0.596954305968968,9.08182647762771,"1999-2011","full"
"18400",8439,5190,-0.486130120998032,29.4889198951348,"1999-2011","full"
"18500",8497,6446,-0.276253376628159,14.1635717753099,"1999-2011","full"
"18600",42007,32260,-0.264008198365625,13.0577871274471,"1999-2011","full"
"18700",19208,10807,-0.575132786597925,11.9211182936664,"1999-2011","full"
"18800",60959,41356,-0.387983993319919,12.946530100309,"1999-2011","full"
