"cz","L_manuf_t0","L_manuf_t1","d_ln_L","IPW","period","sample"
"31201",39491,39471,-0.000506572792676963,3.54421165503498,"2012-2019","full"
"31202",1165,775,-0.407613336646453,0.99654985343154,"2012-2019","full"
"31301",44933,36862,-0.197991281255524,-10.1513425171445,"2012-2019","full"
"31302",370,18,-3.0231312477421,3.38685963032412,"2012-2019","full"
"31303",1192,1191,-0.000839278269995525,2.61568196278369,"2012-2019","full"
"31401",7069,7410,0.0471114121191789,7.5933391840111,"2012-2019","full"
"31503",1052,499,-0.745842297546137,1.76377828260274,"2012-2019","full"
"31600",11559,7564,-0.424064203515918,-2.22079848054428,"2012-2019","full"
"31700",10876,7032,-0.436087366387349,0.579518001713032,"2012-2019","full"
"31800",7488,4405,-0.530561479787149,0.530264160461563,"2012-2019","full"
"31900",13975,15361,0.0945618107258461,2.38815261745248,"2012-2019","full"
"32000",193120,185954,-0.0378124260505892,-3.9667356970723,"2012-2019","full"
"3201",160,7,-3.12926366617851,1.29659641193604,"2012-2019","full"
"3202",735,196,-1.32175583998232,2.07131944010529,"2012-2019","full"
"3203",3278,681,-1.57142645315426,5.51194070219443,"2012-2019","full"
"32100",26049,16070,-0.483025199997197,-0.532209277206309,"2012-2019","full"
"32201",6600,1200,-1.70474809223843,1.28965763708562,"2012-2019","full"
"32202",6702,1802,-1.31350883012897,1.1102687556533,"2012-2019","full"
"32301",3756,2502,-0.406264149301298,-4.56528637847735,"2012-2019","full"
"32302",1135,43,-3.27318781422194,4.90457960247004,"2012-2019","full"
"32305",525,33,-2.76689070112514,5.57797732517744,"2012-2019","full"
"32306",415,80,-1.64625188555682,-20.3564244455873,"2012-2019","full"
"32501",3949,1954,-0.703583828683922,2.51696201046186,"2012-2019","full"
"32601",5185,3908,-0.282744107500953,4.37965419517173,"2012-2019","full"
"32602",1040,75,-2.62948787859911,-0.271668264851024,"2012-2019","full"
"32701",3004,83,-3.58885940508743,2.08521063748553,"2012-2019","full"
"32702",3230,1148,-1.03446083933719,1.86735066228262,"2012-2019","full"
"32801",16186,14128,-0.135988027211907,2.5001547612661,"2012-2019","full"
"32802",4884,1454,-1.21164617713713,2.97866749669807,"2012-2019","full"
"32900",6968,6041,-0.142758678393598,5.01636887060783,"2012-2019","full"
"3300",33912,15535,-0.780673391205326,0.197443349629879,"2012-2019","full"
"33000",84463,88739,0.0493859083642434,3.36325192439008,"2012-2019","full"
"33100",142841,142616,-0.00157641989228274,3.8773674656375,"2012-2019","full"
"33200",12517,4026,-1.13431439312829,0.638655279422046,"2012-2019","full"
"33300",15668,8548,-0.605923078346683,3.95909375187814,"2012-2019","full"
"33400",15913,8055,-0.68084336859911,5.79678753920393,"2012-2019","full"
"33500",16781,7554,-0.798170069728759,-0.275780456982047,"2012-2019","full"
"33601",6026,3676,-0.494258236214669,-0.318659839816701,"2012-2019","full"
"33700",6588,1530,-1.45998207691105,-2.65745711364263,"2012-2019","full"
"33801",1950,198,-2.28731762086326,5.6734743891929,"2012-2019","full"
"33802",1830,481,-1.33620397572971,2.46688789210623,"2012-2019","full"
"33803",34756,23919,-0.373679096788493,2.3121654601478,"2012-2019","full"
"33901",1787,322,-1.71374196961502,-2.82182319338246,"2012-2019","full"
"33902",9359,3092,-1.10752031644994,-5.87064586682088,"2012-2019","full"
"3400",12316,6975,-0.568566902354824,2.21318977073294,"2012-2019","full"
"34001",14036,4328,-1.17651991617679,-11.3998802919488,"2012-2019","full"
"34002",7069,277,-3.23945679998362,1.83343918770337,"2012-2019","full"
"34101",1750,1878,0.0705915928506489,-6.26515232413161,"2012-2019","full"
"34102",4608,2520,-0.603535021870258,0.359726480146892,"2012-2019","full"
"34103",275,131,-0.74157377446542,-7.72516887630477,"2012-2019","full"
"34104",375,88,-1.4495892114922,-6.570726045973,"2012-2019","full"
"34107",192,63,-1.11436064563625,-7.55062634753571,"2012-2019","full"
"34108",1775,2229,0.227752631476353,-6.40241136979276,"2012-2019","full"
"34109",350,226,-0.437398155211173,-2.44249698771723,"2012-2019","full"
"34110",571,343,-0.509658762490071,-12.7009891698621,"2012-2019","full"
"34111",566,72,-2.06192795918713,-2.69761621604697,"2012-2019","full"
"34114",3283,2240,-0.382281772652508,-6.7358297275332,"2012-2019","full"
"34115",723,321,-0.811968099028749,-1.49341543129511,"2012-2019","full"
"34201",100,25,-1.38629436111989,-4.54232759239076,"2012-2019","full"
"34203",1329,820,-0.482877718454947,0.0263765609791731,"2012-2019","full"
"34204",545,145,-1.32405205224267,6.43376126423732,"2012-2019","full"
"34301",954,45,-3.05400118167797,2.26677585162199,"2012-2019","full"
"34302",540,82,-1.88484989229407,3.02225941548265,"2012-2019","full"
"34303",406,27,-2.7105162935974,-7.71882932409275,"2012-2019","full"
"34304",785,149,-1.66173741183695,5.65413941154434,"2012-2019","full"
"34308",4353,3444,-0.234231676004676,1.32301567407106,"2012-2019","full"
"34401",150,14,-2.371577964481,1.40315642401821,"2012-2019","full"
"34402",3500,2901,-0.187707463356101,-1.75330634760214,"2012-2019","full"
"34403",1421,367,-1.35375428004253,-0.359887261415839,"2012-2019","full"
"34404",1122,395,-1.04398232118152,-1.34956131216688,"2012-2019","full"
"34501",345,412,0.177478932318166,-5.80559814540258,"2012-2019","full"
"34502",257,118,-0.778391460429555,1.74017088811542,"2012-2019","full"
"34503",3685,2168,-0.5304654420639,5.70721656166008,"2012-2019","full"
"34504",2885,2396,-0.18572421970686,1.57495072863375,"2012-2019","full"
"34601",1015,417,-0.889557669677086,0.63514195431775,"2012-2019","full"
"34602",435,2,-5.38219885052874,-1.5473357307061,"2012-2019","full"
"34603",3032,1212,-0.916950580133002,4.09926196075005,"2012-2019","full"
"34701",9797,9144,-0.0689782898699942,-2.43471992716671,"2012-2019","full"
"34702",313,268,-0.155216210029296,4.61020614351602,"2012-2019","full"
"34703",1185,755,-0.450780304320206,-0.898968262959925,"2012-2019","full"
"34801",272,39,-1.94224042016635,-6.50375928445772,"2012-2019","full"
"34802",1628,759,-0.763105769166855,-0.360900430965339,"2012-2019","full"
"34805",468,78,-1.79175946922806,-0.0357130548654167,"2012-2019","full"
"34901",17012,11708,-0.373646608561748,-7.87137576940117,"2012-2019","full"
"3500",27945,19416,-0.364140824297362,1.31285929866712,"2012-2019","full"
"35001",98815,113237,0.136233552394861,1.88570836060404,"2012-2019","full"
"35002",285,179,-0.465103374427896,-2.20036152074728,"2012-2019","full"
"35100",33021,23035,-0.360128924321483,0.652534620208392,"2012-2019","full"
"35201",4978,2847,-0.5587623956495,2.41681459911747,"2012-2019","full"
"35202",151,123,-0.205095481442507,2.02400091051486,"2012-2019","full"
"35300",2522,1555,-0.48357669191153,3.88168059572007,"2012-2019","full"
"35401",8787,6489,-0.303164920874673,7.65470043214231,"2012-2019","full"
"35402",756,122,-1.82402033144628,-3.17111114221503,"2012-2019","full"
"35500",1534,265,-1.75590415594098,1.43704184253252,"2012-2019","full"
"35600",1368,1448,0.0568334747631658,0.219067541013757,"2012-2019","full"
"35701",5665,3012,-0.631702584542323,1.08062970910215,"2012-2019","full"
"35702",2430,807,-1.10232286806465,0.126668217968207,"2012-2019","full"
"35801",28139,21858,-0.252589527197621,-29.9827994499017,"2012-2019","full"
"35802",2392,628,-1.33734494860232,-2.24774673838789,"2012-2019","full"
"35803",220,7,-3.44771739729705,4.72164320421727,"2012-2019","full"
"35901",3913,3127,-0.22423026475257,5.21462994583523,"2012-2019","full"
"35902",1561,964,-0.481990625904887,4.52189460431928,"2012-2019","full"
"35903",50,11,-1.51412773262978,-39.3685560653165,"2012-2019","full"
"3600",4886,805,-1.80328697439912,-0.116159415335863,"2012-2019","full"
"36000",16641,16603,-0.00228612781555704,2.55744059890721,"2012-2019","full"
"36100",71855,76261,0.0595114678515891,3.10847092122914,"2012-2019","full"
"36200",20686,15457,-0.291395167785431,-0.845824087299428,"2012-2019","full"
"36301",10907,5071,-0.765866748133725,0.432657679762845,"2012-2019","full"
"36303",682,181,-1.32653262657764,1.93406449499856,"2012-2019","full"
"36401",395,103,-1.34415677667149,-1.89418519530122,"2012-2019","full"
"36402",582,138,-1.43921676257423,-4.39680414489415,"2012-2019","full"
"36404",3280,1317,-0.912486999634909,1.14988156460825,"2012-2019","full"
"36501",2407,1190,-0.704427851677497,-0.508424724785175,"2012-2019","full"
"36503",190,78,-0.890315245470894,-0.868498126118957,"2012-2019","full"
"36600",4099,2960,-0.325553773186232,2.2188878175718,"2012-2019","full"
"36700",2687,1907,-0.342894003015073,0.18369848335289,"2012-2019","full"
"36800",7866,7809,-0.00727275932908,-1.67182629205687,"2012-2019","full"
"36902",6278,4609,-0.309040544681389,-3.88525599049962,"2012-2019","full"
"3700",11212,8459,-0.281753669980665,0.671656627055555,"2012-2019","full"
"37000",30989,27806,-0.108380478057967,0.95252097157535,"2012-2019","full"
"37100",12144,12647,0.0405848122445658,0.809655176974986,"2012-2019","full"
"37200",43418,44082,0.0151774341996322,4.65787571421128,"2012-2019","full"
"37300",7881,5939,-0.282914030337789,1.52812358861959,"2012-2019","full"
"37400",58245,51331,-0.126363393684764,0.865690305915153,"2012-2019","full"
"37500",102671,98903,-0.0373901293679655,-5.42937366904629,"2012-2019","full"
"37601",330,169,-0.669193939537452,-2.54389558041372,"2012-2019","full"
"37603",670,15,-3.7992275112828,2.1241034651002,"2012-2019","full"
"37604",19996,19008,-0.0506723103710893,9.87523267670216,"2012-2019","full"
"37700",21410,23299,0.084552338594106,-2.84395061256555,"2012-2019","full"
"37800",130090,155245,0.176777995562329,0.647353456371563,"2012-2019","full"
"37901",23087,25231,0.0888037086720548,2.48622219315065,"2012-2019","full"
"37903",415,214,-0.662302505208847,2.50512538062901,"2012-2019","full"
"3800",20663,10515,-0.675541852126804,2.75307069467206,"2012-2019","full"
"38000",94733,105781,0.110308510836196,-3.84573329719182,"2012-2019","full"
"38100",7455,3823,-0.667849493502425,0.337370194621925,"2012-2019","full"
"38200",18968,18465,-0.0268763004585786,1.31193797207536,"2012-2019","full"
"38300",622530,589784,-0.0540354517754498,-0.30853838944753,"2012-2019","full"
"38401",5439,1911,-1.04596855518269,1.73116316644558,"2012-2019","full"
"38402",2373,2651,0.110781949853262,-0.681996243617499,"2012-2019","full"
"38501",5523,3480,-0.461888897132669,-1.30490063828957,"2012-2019","full"
"38502",2381,658,-1.28607091516155,0.0920976798133542,"2012-2019","full"
"38601",22179,18670,-0.172227937689442,1.21255165038959,"2012-2019","full"
"38602",1977,451,-1.47786848366794,-1.36693894677121,"2012-2019","full"
"38700",11324,8171,-0.326333066847083,2.17416912960958,"2012-2019","full"
"38801",90410,103167,0.131994153719816,-8.19689794161206,"2012-2019","full"
"38802",2417,2015,-0.1819079063227,2.11494415712438,"2012-2019","full"
"38901",40165,35864,-0.113261962772638,-9.36476411940453,"2012-2019","full"
"38902",2258,964,-0.851143450099062,-0.667498365096769,"2012-2019","full"
"39000",8134,9317,0.135787880983255,3.56058835824422,"2012-2019","full"
"3901",9434,4289,-0.788266579327328,2.75275897239497,"2012-2019","full"
"39100",14282,10797,-0.279731685361915,0.108558708504344,"2012-2019","full"
"39201",1910,917,-0.733751048784211,0.878986003878073,"2012-2019","full"
"39203",5716,5252,-0.0846603036270697,0.79927395962561,"2012-2019","full"
"39301",254,64,-1.37845118365887,8.44028212803109,"2012-2019","full"
"39302",9835,8219,-0.179498904674661,1.3688453353538,"2012-2019","full"
"39303",2895,894,-1.17503461483358,2.71319632544388,"2012-2019","full"
"39400",158545,174534,0.0960811003760753,1.0465076283088,"2012-2019","full"
"4001",2831,827,-1.23058059008821,-2.34381484146182,"2012-2019","full"
"4002",16151,4169,-1.35430576835772,3.1260846296625,"2012-2019","full"
"4003",2973,991,-1.09861228866811,1.07392978576318,"2012-2019","full"
"4004",1068,256,-1.42836557504058,-9.16648840657019,"2012-2019","full"
"401",24473,18027,-0.305699835020965,5.38401548734854,"2012-2019","full"
"402",6167,2262,-1.00296311831543,7.34873523817019,"2012-2019","full"
"4101",3482,334,-2.34422112735143,-0.539897524292188,"2012-2019","full"
"4102",8962,1485,-1.79757864410929,3.78524898448575,"2012-2019","full"
"4103",6393,4568,-0.33612816943088,2.4568858488879,"2012-2019","full"
"4200",23177,13260,-0.558408422862707,-4.87776858309239,"2012-2019","full"
"4301",4750,1244,-1.33981262372956,-8.7297169235308,"2012-2019","full"
"4302",4308,582,-2.00175859054484,1.70176596707231,"2012-2019","full"
"4401",6276,1901,-1.1943527713645,-4.29088049182163,"2012-2019","full"
"4402",4790,2791,-0.540130456868639,7.56989217562877,"2012-2019","full"
"4601",4704,1702,-1.01660918044514,2.60837126520057,"2012-2019","full"
"4602",8441,4158,-0.708066595565761,3.80792067455894,"2012-2019","full"
"4701",5504,725,-2.0270587247585,15.2131303402291,"2012-2019","full"
"4702",5182,392,-2.58168452133159,4.09436273988067,"2012-2019","full"
"4800",3354,158,-3.05531390935619,3.18010137193351,"2012-2019","full"
"4901",14015,6467,-0.773415862152294,2.63409703106094,"2012-2019","full"
"4902",7559,2275,-1.20075885390713,-0.917677892516265,"2012-2019","full"
"4903",2615,114,-3.13282092810453,-18.375227113023,"2012-2019","full"
"500",83000,61567,-0.298714595089004,6.36703444549188,"2012-2019","full"
"5000",25909,19640,-0.277022095765874,6.03495473537843,"2012-2019","full"
"5100",10207,2300,-1.49016463648626,2.95010952614197,"2012-2019","full"
"5201",4158,3221,-0.255342319086759,4.52206372559788,"2012-2019","full"
"5202",35474,25735,-0.320948100678677,1.69432657308159,"2012-2019","full"
"5300",3782,267,-2.65075959081815,-19.2762568499284,"2012-2019","full"
"5401",15597,8859,-0.565644696639794,1.05034540978051,"2012-2019","full"
"5402",8309,2695,-1.12594106032188,3.34617648987036,"2012-2019","full"
"5500",10174,5725,-0.57499289696027,1.41052209240162,"2012-2019","full"
"5600",55713,41681,-0.290168123399269,7.7043519912413,"2012-2019","full"
"5700",13202,7383,-0.58118827318955,3.09994270999994,"2012-2019","full"
"5800",8598,3412,-0.924230988444657,0.185002905314172,"2012-2019","full"
"5900",12364,9006,-0.31689800239049,4.97572717378908,"2012-2019","full"
"6000",37313,25045,-0.398667584588466,14.766496956633,"2012-2019","full"
"601",5950,3682,-0.479935136746652,0.130604338357958,"2012-2019","full"
"602",2995,513,-1.76442366537878,2.01950052551434,"2012-2019","full"
"6100",27899,20048,-0.330461447737349,8.62561751496132,"2012-2019","full"
"6200",15100,7900,-0.647831984347903,3.58847133110095,"2012-2019","full"
"6301",8398,5117,-0.495425252439047,2.37209784125658,"2012-2019","full"
"6302",6864,3707,-0.616067438017065,7.99424243894564,"2012-2019","full"
"6401",36120,22563,-0.470535332036409,8.83433083292582,"2012-2019","full"
"6402",6897,1799,-1.34385557948076,3.16053171148999,"2012-2019","full"
"6501",2795,510,-1.70117665987083,-0.120889795511693,"2012-2019","full"
"6502",18744,10125,-0.615866088212892,15.2614715020245,"2012-2019","full"
"6600",51352,30528,-0.520059588743601,22.6496989983829,"2012-2019","full"
"6700",51217,58596,0.134594926682238,0.584342914652447,"2012-2019","full"
"6800",16022,15285,-0.0470908224501283,0.772459384291117,"2012-2019","full"
"6900",16442,13405,-0.204211265042019,4.18478127199913,"2012-2019","full"
"700",31551,28049,-0.11765230349668,4.305561578856,"2012-2019","full"
"7000",21554,24273,0.118803207319171,-0.583002691400879,"2012-2019","full"
"7100",18813,19293,0.0251942155918421,-1.42665913958656,"2012-2019","full"
"7200",7403,8108,0.0909659051287939,7.30120340794909,"2012-2019","full"
"7300",19918,15345,-0.260834157437749,19.4320384610069,"2012-2019","full"
"7400",40230,38093,-0.0545824477430426,1.50644277301364,"2012-2019","full"
"7500",11328,9465,-0.179676752290078,2.28667938193723,"2012-2019","full"
"7600",27292,22966,-0.17257875759918,2.7429451263597,"2012-2019","full"
"7700",6025,1068,-1.73012973883872,0.636609458306793,"2012-2019","full"
"7800",6022,6305,0.0459235393573412,5.4728468126001,"2012-2019","full"
"7900",5086,3332,-0.422918942695333,4.54035106484567,"2012-2019","full"
"800",25850,19237,-0.295475093030394,5.56940630968039,"2012-2019","full"
"8000",10518,3961,-0.976591556527373,7.62775781237783,"2012-2019","full"
"8100",37856,16779,-0.813661383288416,-3.40832932776215,"2012-2019","full"
"8201",4521,592,-2.0329818524106,2.33938140806672,"2012-2019","full"
"8202",23673,21000,-0.119812720483585,2.88948244461855,"2012-2019","full"
"8300",63963,51864,-0.209679883308283,4.83250053567078,"2012-2019","full"
"8401",25738,7447,-1.24015723234297,5.73505698704869,"2012-2019","full"
"8402",1444,64,-3.1162892360931,6.9485190449115,"2012-2019","full"
"8501",1905,588,-1.17551033966217,0.956569159747121,"2012-2019","full"
"8502",2115,137,-2.73682916565225,0.72647587690649,"2012-2019","full"
"8503",10794,5651,-0.647157903548745,1.7016309478564,"2012-2019","full"
"8601",6412,2075,-1.12821008106464,2.284790866527,"2012-2019","full"
"8602",2637,381,-1.93459781122659,1.19606615044422,"2012-2019","full"
"8701",4590,1805,-0.93331943228761,-0.226295699155705,"2012-2019","full"
"8702",5100,1052,-1.57854742541476,1.99821109932595,"2012-2019","full"
"8800",18150,15103,-0.183777161126656,1.97559930895732,"2012-2019","full"
"8900",13535,3880,-1.24944376943108,6.71446934246458,"2012-2019","full"
"900",65437,57409,-0.130886762263215,4.79763551150179,"2012-2019","full"
"9001",6399,1363,-1.54645357544293,4.6680675222796,"2012-2019","full"
"9002",3832,802,-1.56403353122424,0.941480643147621,"2012-2019","full"
"9003",4152,1399,-1.08783245018024,13.9533593190183,"2012-2019","full"
"9100",105365,96931,-0.0834311274744675,2.72061887571383,"2012-2019","full"
"9200",5934,1720,-1.23837423104327,8.59870011391906,"2012-2019","full"
"9301",8294,3539,-0.851688160460863,3.67006214800492,"2012-2019","full"
"9302",7297,2565,-1.04550482616075,3.41059155748426,"2012-2019","full"
"9400",27079,24556,-0.0978022961751215,2.26241169176242,"2012-2019","full"
"9500",11914,7144,-0.511441335632297,3.03533421578224,"2012-2019","full"
"9600",33660,24634,-0.312182586243367,9.31061825968553,"2012-2019","full"
"9701",13729,4624,-1.08825025254539,-2.60986261623415,"2012-2019","full"
"9702",3455,381,-2.20477836107507,5.68215065123381,"2012-2019","full"
"9800",7018,5322,-0.276629104605526,1.75694026534866,"2012-2019","full"
"9900",5884,1701,-1.24102048932547,4.21285445200238,"2012-2019","full"
