"cz","L_manuf_t0","L_manuf_t1","d_ln_L","IPW","period","sample"
"16600",29912,9437,-1.15362160463562,2.71228609498472,"2012-2019","manuf"
"16701",2083,1180,-0.568294723801261,1.05803901234291,"2012-2019","manuf"
"16702",7753,1871,-1.42160681794487,3.87336774516316,"2012-2019","manuf"
"16703",1182,98,-2.48999571929547,-4.75157083416573,"2012-2019","manuf"
"16801",3944,1031,-1.34166623170557,1.61691738954967,"2012-2019","manuf"
"16802",2027,363,-1.71990931218715,-1.9480945961007,"2012-2019","manuf"
"16901",7796,4403,-0.571324654871697,2.03951846959831,"2012-2019","manuf"
"16902",360,31,-2.45211682696501,0.988496337347351,"2012-2019","manuf"
"17000",1506,166,-2.2052246200033,4.69688966091343,"2012-2019","manuf"
"1701",60947,39024,-0.445827792569657,3.30433107950996,"2012-2019","manuf"
"1702",2385,211,-2.42509626984638,13.4345423190931,"2012-2019","manuf"
"17100",14037,3587,-1.36438050200204,0.424895276309557,"2012-2019","manuf"
"17200",15945,9486,-0.51932827300663,1.6559294721621,"2012-2019","manuf"
"17300",11972,1720,-1.94024629916509,7.31109514030483,"2012-2019","manuf"
"17400",21188,12134,-0.557423554162174,2.98337263759638,"2012-2019","manuf"
"17501",9450,3057,-1.12858069859695,1.44630634389182,"2012-2019","manuf"
"17502",8735,4964,-0.56512607624366,1.59880127092399,"2012-2019","manuf"
"17600",7981,4078,-0.671457044741608,4.94833969241484,"2012-2019","manuf"
"17700",46852,26525,-0.568906012707581,-2.5723774197937,"2012-2019","manuf"
"17800",8458,2202,-1.34574670074981,-2.84376345247753,"2012-2019","manuf"
"17900",10915,5716,-0.646868729934287,-6.7911747836509,"2012-2019","manuf"
"1800",14970,7206,-0.731134186105635,-0.167565914839843,"2012-2019","manuf"
"18000",120132,102725,-0.156535623455873,3.68458521302082,"2012-2019","manuf"
"18100",19781,5111,-1.3533268012478,2.63404860063689,"2012-2019","manuf"
"18201",12765,3226,-1.37546407099043,7.38330539547148,"2012-2019","manuf"
"18202",8325,6907,-0.186727645759673,6.87088166979528,"2012-2019","manuf"
"18300",6177,2129,-1.06518033080242,2.05178529759374,"2012-2019","manuf"
"18400",5190,2039,-0.93427420558548,7.60686071228784,"2012-2019","manuf"
"18500",6446,2561,-0.923061976175857,-10.480428819389,"2012-2019","manuf"
"18600",32260,19972,-0.479496780058701,2.91326774999078,"2012-2019","manuf"
"18700",10807,6189,-0.557420549563805,1.50695032796067,"2012-2019","manuf"
"18800",41356,28863,-0.359657015677209,6.00337949077718,"2012-2019","manuf"
"18900",18366,8240,-0.801500785269951,2.35570899849275,"2012-2019","manuf"
"1900",14911,6672,-0.804179530552325,11.8084077470437,"2012-2019","manuf"
"19000",30473,23793,-0.247449625880884,4.50365879975182,"2012-2019","manuf"
"19100",85543,77095,-0.103980745872128,5.99810957879076,"2012-2019","manuf"
"19200",65167,51412,-0.237081597585856,2.81482039492772,"2012-2019","manuf"
"19300",23510,16010,-0.384212335543355,-0.194568803509952,"2012-2019","manuf"
"19400",160066,130885,-0.201267155120382,-1.35346488817272,"2012-2019","manuf"
"19500",14116,12137,-0.151050267688799,4.53526554822225,"2012-2019","manuf"
"19600",186311,156893,-0.171853276076625,3.51151491334373,"2012-2019","manuf"
"19700",173291,155578,-0.107825048735707,2.56203270621456,"2012-2019","manuf"
"19800",19034,15174,-0.226643416734269,5.06273149756946,"2012-2019","manuf"
"19901",20053,14860,-0.299705729205284,1.17358346749179,"2012-2019","manuf"
"19902",8647,2026,-1.4511490341518,2.16603672686274,"2012-2019","manuf"
"19903",4445,2950,-0.409974698614139,-0.114227749295822,"2012-2019","manuf"
"200",15571,7650,-0.710704562020844,2.83530001938218,"2012-2019","manuf"
"2000",23860,15096,-0.457773608603521,3.96050293349462,"2012-2019","manuf"
"20001",11124,4255,-0.961010174346381,2.84162004979563,"2012-2019","manuf"
"20002",999,290,-1.23687385566803,-18.3239035697278,"2012-2019","manuf"
"20003",4017,1111,-1.28527484471965,-0.29868817603161,"2012-2019","manuf"
"20100",31197,17655,-0.569302906965856,-9.08765963378064,"2012-2019","manuf"
"20200",18609,11156,-0.511667864893848,0.121338441574418,"2012-2019","manuf"
"20301",4418,1038,-1.44839132025423,0.315394453506788,"2012-2019","manuf"
"20302",16404,7793,-0.744299312668389,4.32547244347786,"2012-2019","manuf"
"20401",70269,53500,-0.272649080376921,2.35063269485846,"2012-2019","manuf"
"20403",240,48,-1.6094379124341,2.61569320761746,"2012-2019","manuf"
"20500",167242,172276,0.0296559766208127,1.07186773497063,"2012-2019","manuf"
"20600",64230,51668,-0.217631756899932,0.265397430042958,"2012-2019","manuf"
"20700",7501,5054,-0.394856336021498,4.38465320497628,"2012-2019","manuf"
"20800",28508,22764,-0.225004408898746,6.00735821028992,"2012-2019","manuf"
"20901",160972,149785,-0.0720295042582819,2.9855533216752,"2012-2019","manuf"
"20902",8344,3715,-0.809164039528749,2.83501944297599,"2012-2019","manuf"
"2100",7010,1839,-1.33811575542431,-5.46788523727672,"2012-2019","manuf"
"21001",2995,782,-1.34284477000424,6.97093700468626,"2012-2019","manuf"
"21002",1476,331,-1.49497262978335,1.23188047031079,"2012-2019","manuf"
"21003",1220,123,-2.29442178235489,7.34764405524258,"2012-2019","manuf"
"21004",2526,616,-1.41114533937692,6.1366278558622,"2012-2019","manuf"
"21101",8670,2717,-1.16034046034824,2.12614755844346,"2012-2019","manuf"
"21102",4258,2884,-0.389621347048585,3.19488761039392,"2012-2019","manuf"
"21201",8991,4372,-0.721003506688344,-34.7208306238166,"2012-2019","manuf"
"21202",1975,552,-1.27477563105813,7.06248972983432,"2012-2019","manuf"
"21301",14251,6423,-0.79694178141542,4.47039226047273,"2012-2019","manuf"
"21302",12704,5063,-0.919957711517009,7.37654260862279,"2012-2019","manuf"
"21400",21106,15690,-0.296533793503958,9.55736063451351,"2012-2019","manuf"
"21501",171779,166538,-0.030985255313043,-0.803646647134811,"2012-2019","manuf"
"21502",1160,445,-0.95810100193417,7.11272821031551,"2012-2019","manuf"
"21600",4871,2343,-0.731867095298747,1.81271494114907,"2012-2019","manuf"
"21701",16728,5008,-1.20604732832854,-58.598103075836,"2012-2019","manuf"
"21702",7434,1485,-1.6106492996204,1.24672577148574,"2012-2019","manuf"
"21801",7441,2858,-0.956883168907448,5.04550212246297,"2012-2019","manuf"
"21802",6481,2338,-1.0195789563957,5.89466803486318,"2012-2019","manuf"
"21900",11500,1855,-1.82446233930981,2.09525974472232,"2012-2019","manuf"
"2200",5844,2027,-1.05885862641859,6.04417385291769,"2012-2019","manuf"
"22001",20123,11710,-0.541420261874606,4.01872184836113,"2012-2019","manuf"
"22002",1437,624,-0.834162517709597,4.25481014382776,"2012-2019","manuf"
"22100",15651,7866,-0.687985138698748,3.73453113103447,"2012-2019","manuf"
"22200",21893,14611,-0.404392281335252,8.92603813424258,"2012-2019","manuf"
"22300",15554,4150,-1.32120950603014,2.92168538759678,"2012-2019","manuf"
"22400",26852,23259,-0.143648152171574,5.56027055827183,"2012-2019","manuf"
"22500",66936,48114,-0.330163743940352,2.84551745367838,"2012-2019","manuf"
"22601",31879,29070,-0.0922407712306477,3.94400330195262,"2012-2019","manuf"
"22602",4506,1970,-0.827376299260155,3.3158409129728,"2012-2019","manuf"
"22700",34577,28979,-0.176617291400843,-0.3941420498349,"2012-2019","manuf"
"22800",28194,13146,-0.76299165950735,-11.9599897273944,"2012-2019","manuf"
"22900",15753,9418,-0.514408071502469,0.40648033015843,"2012-2019","manuf"
"2300",18873,6234,-1.10771414791086,2.74209289278211,"2012-2019","manuf"
"23000",8587,5029,-0.535028274500521,-1.17381118759189,"2012-2019","manuf"
"23100",38036,29387,-0.257980679992331,4.96177822743552,"2012-2019","manuf"
"23200",13503,8867,-0.420575362581035,4.82948345455575,"2012-2019","manuf"
"23301",6768,1812,-1.31777441468313,11.3042441137176,"2012-2019","manuf"
"23302",9760,3787,-0.946718251505343,3.08326150900197,"2012-2019","manuf"
"23400",9589,3425,-1.02951513645736,2.19007892235267,"2012-2019","manuf"
"23500",21561,10941,-0.678368926659761,3.45717062283533,"2012-2019","manuf"
"23600",12333,3044,-1.39910615658441,3.85642501569609,"2012-2019","manuf"
"23700",5415,395,-2.61804239453397,4.69884502512742,"2012-2019","manuf"
"23801",25060,13856,-0.592554597647842,0.186587286850816,"2012-2019","manuf"
"23802",5564,1831,-1.11145500836882,5.79656148226007,"2012-2019","manuf"
"23900",28418,15127,-0.630541520635822,3.07606650608548,"2012-2019","manuf"
"2400",31919,18049,-0.570111162187953,2.4360417704148,"2012-2019","manuf"
"24000",40581,37597,-0.0763757167965302,8.46396176564714,"2012-2019","manuf"
"24100",133671,118893,-0.117157628104465,4.81382315318525,"2012-2019","manuf"
"24200",6352,1702,-1.31696569379365,2.18234882490052,"2012-2019","manuf"
"24300",348146,328499,-0.0580881382419633,3.4737207852724,"2012-2019","manuf"
"24400",49438,34105,-0.371275358150072,5.81435960279512,"2012-2019","manuf"
"24500",2587,668,-1.35396600864938,0.740180033177909,"2012-2019","manuf"
"24600",8693,2834,-1.12082896282844,-10.5248811723601,"2012-2019","manuf"
"24701",91852,82698,-0.104983168116267,2.27248157184888,"2012-2019","manuf"
"24702",2519,135,-2.92634249791418,3.1927297120076,"2012-2019","manuf"
"24801",4754,2255,-0.74583639598336,-0.446025589422189,"2012-2019","manuf"
"24802",5606,2361,-0.86475219463922,5.71779449625441,"2012-2019","manuf"
"24900",17260,8574,-0.699657317479495,-0.845144647148655,"2012-2019","manuf"
"2500",33280,26820,-0.215808738099476,0.321445202732633,"2012-2019","manuf"
"25000",8949,2952,-1.1090588874625,7.29985899096287,"2012-2019","manuf"
"25101",3896,498,-2.05710558773777,0.327262935340209,"2012-2019","manuf"
"25102",4883,1950,-0.917930412503867,6.26447360219824,"2012-2019","manuf"
"25103",6995,3352,-0.735638425497607,0.993529169129876,"2012-2019","manuf"
"25104",1729,286,-1.79930667486344,9.75513929055852,"2012-2019","manuf"
"25105",4575,2917,-0.450051007841901,1.70547031878983,"2012-2019","manuf"
"25200",10236,2884,-1.26673269887484,2.13704694444391,"2012-2019","manuf"
"25300",9484,2445,-1.35556104527632,0.734711049676494,"2012-2019","manuf"
"25401",8804,2472,-1.27017862406877,-4.51790141866003,"2012-2019","manuf"
"25402",3604,46,-4.36115822223913,-1.32734713254381,"2012-2019","manuf"
"25500",10659,1134,-2.24065340040144,-1.72195459081461,"2012-2019","manuf"
"25601",7955,597,-2.58963882737928,1.44481160604584,"2012-2019","manuf"
"25602",695,78,-2.1872030188752,-51.1273551243095,"2012-2019","manuf"
"25701",13410,1962,-1.92203633615042,1.87962424353481,"2012-2019","manuf"
"25702",4413,335,-2.57817947744448,-0.0624396146111199,"2012-2019","manuf"
"25800",6800,3735,-0.59917479359728,0.7124597981313,"2012-2019","manuf"
"25900",14858,3635,-1.40792932974413,5.20127078355643,"2012-2019","manuf"
"2600",7040,225,-3.44326304694767,-2.3558475830406,"2012-2019","manuf"
"26001",6185,189,-3.48813526976695,4.76770302008065,"2012-2019","manuf"
"26002",8485,4559,-0.621196597454885,1.64776511611522,"2012-2019","manuf"
"26004",1049,4,-5.56929824727641,0.557618851915632,"2012-2019","manuf"
"26101",2389,221,-2.38046744580806,2.85228008569344,"2012-2019","manuf"
"26102",2775,20,-4.93267375262654,-0.568371014167444,"2012-2019","manuf"
"26105",1910,1274,-0.404941684908567,0.139317552485209,"2012-2019","manuf"
"26106",1565,92,-2.83385252592521,3.02487927200034,"2012-2019","manuf"
"26107",1140,53,-3.06849162783642,3.65663783361713,"2012-2019","manuf"
"26201",2066,1016,-0.709741021541157,-0.955869652607124,"2012-2019","manuf"
"26304",1343,296,-1.51230174219918,-0.40027629893866,"2012-2019","manuf"
"26410",1767,264,-1.90108936917338,-1.23460775654937,"2012-2019","manuf"
"26412",344,182,-0.636634970296603,2.15884064808886,"2012-2019","manuf"
"26501",4905,275,-2.88123927433289,7.23310694897855,"2012-2019","manuf"
"26502",850,314,-0.99584336357611,1.72958362878858,"2012-2019","manuf"
"26503",14646,7692,-0.643986432912344,2.87963478871662,"2012-2019","manuf"
"26504",4607,2991,-0.431969106305969,3.89899488166157,"2012-2019","manuf"
"26605",3291,1101,-1.09497261222066,3.46647544079606,"2012-2019","manuf"
"26701",4912,1335,-1.30274989899263,3.85184353943707,"2012-2019","manuf"
"26702",1495,56,-3.28452979508964,2.47269910308898,"2012-2019","manuf"
"26703",1185,135,-2.1722232751308,6.85217201630271,"2012-2019","manuf"
"26704",4665,928,-1.61481138049524,1.79362474786259,"2012-2019","manuf"
"26801",11913,7615,-0.447510254470098,3.01543990421192,"2012-2019","manuf"
"26802",2600,38,-4.22568056428319,6.3474600563254,"2012-2019","manuf"
"26803",1672,428,-1.36265259806285,3.67667873846373,"2012-2019","manuf"
"26901",8979,4354,-0.723793554726317,3.49089428801972,"2012-2019","manuf"
"26902",4036,1540,-0.963471686065825,0.937897732545642,"2012-2019","manuf"
"2700",26551,16051,-0.503296258830993,-0.530210176425782,"2012-2019","manuf"
"27005",3800,927,-1.41080278014862,2.87940148533094,"2012-2019","manuf"
"27006",2269,228,-2.2977488558254,4.71393117564849,"2012-2019","manuf"
"27007",2755,1281,-0.76577641969028,2.95025364924592,"2012-2019","manuf"
"27008",572,258,-0.79617940645818,6.06003170057318,"2012-2019","manuf"
"27011",160,12,-2.59026716544583,0.233033452290797,"2012-2019","manuf"
"27101",6164,1565,-1.37084009346575,2.3437767336367,"2012-2019","manuf"
"27102",3615,510,-1.95843640887449,-0.196334126645481,"2012-2019","manuf"
"27201",7224,3483,-0.729514824730819,1.62510090587779,"2012-2019","manuf"
"27202",6517,1446,-1.50561302361367,2.95231627038712,"2012-2019","manuf"
"27301",4940,580,-2.1420925066415,7.34550269426128,"2012-2019","manuf"
"27302",4304,488,-2.17698469598847,3.35043132909059,"2012-2019","manuf"
"27401",5388,3471,-0.439731521668469,0.208408654376552,"2012-2019","manuf"
"27402",6703,1799,-1.31532423240742,11.7100026344306,"2012-2019","manuf"
"27501",24318,19418,-0.225016345926273,2.83143115605905,"2012-2019","manuf"
"27503",1717,530,-1.17545685435131,9.07464151576748,"2012-2019","manuf"
"27504",4647,3040,-0.424364334684711,1.27779427113638,"2012-2019","manuf"
"27601",3749,2427,-0.434833211009312,1.1424995650537,"2012-2019","manuf"
"27701",1663,230,-1.97829917026973,-0.633463331836165,"2012-2019","manuf"
"27702",2238,847,-0.971637194219816,5.64596620626751,"2012-2019","manuf"
"27703",770,42,-2.90872089656436,-1.14135793701411,"2012-2019","manuf"
"27704",60,6,-2.30258509299405,0.553628304503518,"2012-2019","manuf"
"27801",4797,1159,-1.42043315816231,-0.0786663014015297,"2012-2019","manuf"
"27802",8482,2165,-1.36552590959795,2.41536339771094,"2012-2019","manuf"
"27901",2991,1459,-0.717856510107162,5.22929031397557,"2012-2019","manuf"
"27902",1139,143,-2.07506133318727,6.04909706276671,"2012-2019","manuf"
"27903",9271,3318,-1.02752905685659,2.02633602870415,"2012-2019","manuf"
"2800",9365,6493,-0.366254662369702,4.86588751254132,"2012-2019","manuf"
"28001",16147,9271,-0.554843025274639,0.426746436166349,"2012-2019","manuf"
"28002",781,202,-1.35230745243848,1.93728293200689,"2012-2019","manuf"
"28101",18227,12428,-0.382952019711995,4.9001085260129,"2012-2019","manuf"
"28102",3445,60,-4.05033462122566,1.14952376024845,"2012-2019","manuf"
"28201",3033,601,-1.61871257315337,6.95774925501785,"2012-2019","manuf"
"28202",34608,28260,-0.202637491954322,3.33434574893696,"2012-2019","manuf"
"28301",860,20,-3.76120011569356,2.11907027331774,"2012-2019","manuf"
"28302",525,3,-5.16478597392351,-1.59454484644911,"2012-2019","manuf"
"28306",430,67,-1.85909258929664,-0.0192392221154312,"2012-2019","manuf"
"28401",12122,9973,-0.195140542109362,-0.410435623115058,"2012-2019","manuf"
"28502",5904,2462,-0.874656059535909,2.73127073910131,"2012-2019","manuf"
"28608",4329,3185,-0.306884279435716,3.05027724652095,"2012-2019","manuf"
"28609",5582,3027,-0.611975105074547,3.28619352981469,"2012-2019","manuf"
"28701",270,79,-1.22897410653135,5.09676002267009,"2012-2019","manuf"
"28702",1160,624,-0.620024915730983,-2.1583754612744,"2012-2019","manuf"
"28703",190,134,-0.349184272209575,3.51787508228964,"2012-2019","manuf"
"28704",662,150,-1.48463026184075,-17.191213735233,"2012-2019","manuf"
"28800",24920,26109,0.0466093885562344,1.00403514179359,"2012-2019","manuf"
"28900",73648,65996,-0.109702852945688,-0.210157220704692,"2012-2019","manuf"
"2900",7597,2299,-1.19527918674004,0.674404532221794,"2012-2019","manuf"
"29002",70,31,-0.814508037564213,5.21036080967627,"2012-2019","manuf"
"29003",8357,5950,-0.339708291461761,0.612743073980909,"2012-2019","manuf"
"29004",1892,185,-2.3250339245335,7.55484926569427,"2012-2019","manuf"
"29005",5086,1765,-1.05834097661467,4.26498412774206,"2012-2019","manuf"
"29006",1164,137,-2.13963670246326,14.4025876475284,"2012-2019","manuf"
"29102",525,478,-0.0937875301001672,7.708936631599,"2012-2019","manuf"
"29103",535,249,-0.764813850431299,7.52109578746568,"2012-2019","manuf"
"29104",7088,2174,-1.18183442460376,8.27529125143993,"2012-2019","manuf"
"29201",1516,636,-0.868632002862195,8.78343411145387,"2012-2019","manuf"
"29202",1410,1113,-0.236530632096669,7.56850158282227,"2012-2019","manuf"
"29203",5017,230,-3.08250811556106,5.29438742598379,"2012-2019","manuf"
"29204",11625,6091,-0.646345679619072,-2.25050659504088,"2012-2019","manuf"
"29301",47401,46838,-0.0119484862552461,0.677607825405044,"2012-2019","manuf"
"29302",8537,4588,-0.620965458761045,6.16388832990842,"2012-2019","manuf"
"29303",3927,2051,-0.64954829650563,1.73997217149743,"2012-2019","manuf"
"29401",3509,296,-2.47272692125916,-0.0269481504969911,"2012-2019","manuf"
"29402",3033,2176,-0.332063899712749,0.709623243395051,"2012-2019","manuf"
"29403",9925,2839,-1.25160494908242,7.0546938492523,"2012-2019","manuf"
"29501",2470,487,-1.62370930653943,-1.59320372538177,"2012-2019","manuf"
"29502",79450,62209,-0.244628209171074,5.83724661358667,"2012-2019","manuf"
"29503",14231,8994,-0.458864995353007,1.13527390517273,"2012-2019","manuf"
"29504",6268,1318,-1.55934188841346,3.98150665264747,"2012-2019","manuf"
"29601",11800,4625,-0.93662316050723,5.98907426429238,"2012-2019","manuf"
"29602",2388,150,-2.76757618041624,5.84469996798217,"2012-2019","manuf"
"29700",22797,12662,-0.588023566233824,3.69206168412096,"2012-2019","manuf"
"29800",7751,4545,-0.533794139669933,-5.25038925131664,"2012-2019","manuf"
"29901",21842,11154,-0.672036543808174,0.157471470938881,"2012-2019","manuf"
"29902",2544,194,-2.57363476539668,1.5204448515169,"2012-2019","manuf"
"30000",12942,4817,-0.98832650898699,2.12368926922846,"2012-2019","manuf"
"3001",1255,306,-1.4113057496135,3.56515258297071,"2012-2019","manuf"
"3002",1380,6,-5.4380793089232,-4.10456800445635,"2012-2019","manuf"
"3003",25567,13197,-0.661312926395064,1.54163733054857,"2012-2019","manuf"
"301",3395,1271,-0.982499768803342,7.77353534540637,"2012-2019","manuf"
"30100",24451,12658,-0.658381688526894,9.74885524334589,"2012-2019","manuf"
"302",36701,22935,-0.470139874596573,-1.16012844196319,"2012-2019","manuf"
"30200",5913,1089,-1.69189347288787,5.32025776359679,"2012-2019","manuf"
"30300",30580,24788,-0.209986535401054,3.15425257333099,"2012-2019","manuf"
"30401",3936,480,-2.10413415427021,0.38788136444629,"2012-2019","manuf"
"30402",56048,47189,-0.172047651871647,7.89600413351147,"2012-2019","manuf"
"30403",1800,200,-2.19722457733622,4.92267862730348,"2012-2019","manuf"
"30501",529,138,-1.34373474670109,0.981828608888582,"2012-2019","manuf"
