CZ;naics;emp
6200;3323;180
6200;3324;10
6200;3326;10
6200;3327;167
6200;3328;10
6200;3329;60
6200;3335;375
6200;3336;10
6200;3339;10
6200;3344;60
6200;3359;60
6200;3363;97
6200;3371;60
6200;3372;60
6200;3399;10
11002;3116;60
11002;3132;175
11002;3141;60
11002;3149;60
11002;3159;10
11002;3211;175
11002;3212;60
11002;3241;10
11002;3253;10
11002;3273;60
11002;3323;60
11002;3327;10
11002;3339;10
11002;3359;10
11002;3363;10
11002;3371;10
11002;3399;375
9500;3131;375
9500;3219;175
9500;3326;10
9500;3327;10
9500;3353;10
9500;3366;10
9500;3371;10
9500;3372;375
9500;3399;60
11102;3116;10
11102;3118;60
11102;3132;750
11102;3152;750
11102;3159;60
11102;3211;10
11102;3222;175
11102;3231;10
11102;3241;10
11102;3252;1750
11102;3255;10
11102;3262;60
11102;3273;60
11102;3334;10
11102;3339;60
11102;3371;10
11102;3372;10
11102;3379;10
11102;3391;10
11102;3399;60
11102;3118;10
11102;3152;375
11102;3211;60
11102;3212;60
11102;3219;10
11102;3241;10
11102;3272;10
11102;3323;60
11102;3339;10
11102;3371;10
10700;3111;60
10700;3116;698
10700;3118;10
10700;3133;10
10700;3141;175
10700;3151;60
10700;3152;1750
10700;3211;60
10700;3212;175
10700;3219;117
10700;3222;375
10700;3231;107
10700;3251;10
10700;3253;10
10700;3255;60
10700;3262;175
10700;3273;60
10700;3279;10
10700;3315;10
10700;3321;60
10700;3322;375
10700;3323;359
10700;3324;60
10700;3325;10
10700;3326;60
10700;3327;73
10700;3329;175
10700;3331;175
10700;3332;10
10700;3334;750
10700;3335;375
10700;3345;175
10700;3351;10
10700;3362;10
10700;3363;750
10700;3366;175
10700;3371;175
10700;3379;60
10700;3391;10
10700;3399;10
10302;3114;10
10302;3116;10
10302;3118;10
10302;3121;10
10302;3152;750
10302;3211;10
10302;3219;10
10302;3231;10
10302;3241;10
10302;3251;60
10302;3253;60
10302;3262;10
10302;3273;10
10302;3279;10
10302;3312;60
10302;3323;175
10302;3329;10
10302;3331;10
10302;3332;10
10302;3363;175
10302;3364;60
10302;3366;10
10302;3371;16
10801;3112;10
10801;3113;750
10801;3116;175
10801;3121;10
10801;3122;375
10801;3149;175
10801;3152;375
10801;3211;206
10801;3219;102
10801;3221;750
10801;3231;60
10801;3251;10
10801;3271;60
10801;3272;60
10801;3273;60
10801;3312;10
10801;3314;175
10801;3315;60
10801;3323;10
10801;3325;375
10801;3327;60
10801;3329;10
10801;3331;750
10801;3339;60
10801;3363;375
10801;3369;60
10801;3371;375
10801;3391;10
10801;3399;10
6100;3111;9
6100;3116;750
6100;3118;750
6100;3131;375
6100;3132;60
6100;3133;10
6100;3149;49
6100;3151;6697
6100;3152;175
6100;3159;10
6100;3161;10
6100;3162;10
6100;3169;60
6100;3211;60
6100;3212;10
6100;3219;10
6100;3221;10
6100;3222;60
6100;3231;60
6100;3261;175
6100;3262;10
6100;3273;60
6100;3279;60
6100;3323;758
6100;3327;175
6100;3329;60
6100;3332;60
6100;3333;175
6100;3336;175
6100;3339;10
6100;3344;10
6100;3353;60
6100;3362;375
6100;3363;10
6100;3371;83
6100;3391;91
6100;3399;375
11101;3131;175
11101;3132;10
11101;3151;175
11101;3152;10
11101;3159;10
11101;3212;10
11101;3219;175
11101;3222;10
11101;3231;10
11101;3261;750
11101;3271;175
11101;3273;60
11101;3279;60
11101;3311;10
11101;3323;60
11101;3327;10
11101;3328;10
11101;3332;10
11101;3335;10
11101;3344;60
11101;3345;375
11101;3363;10
11101;3371;60
11101;3372;175
11101;3391;60
11101;3399;10
11002;3118;10
11002;3131;60
11002;3132;60
11002;3141;375
11002;3152;750
11002;3211;375
11002;3219;60
11002;3221;750
11002;3231;15
11002;3241;10
11002;3251;10
11002;3262;60
11002;3273;60
11002;3279;10
11002;3315;375
11002;3321;10
11002;3323;60
11002;3324;60
11002;3327;88
11002;3339;60
11002;3362;10
11002;3371;10
11002;3379;10
11002;3391;10
11002;3399;10
6100;3111;60
6100;3116;1750
6100;3118;10
6100;3141;10
6100;3151;60
6100;3152;60
6100;3211;60
6100;3212;60
6100;3219;375
6100;3231;64
6100;3241;10
6100;3251;60
6100;3261;125
6100;3262;1750
6100;3271;175
6100;3272;60
6100;3273;60
6100;3279;60
6100;3311;1750
6100;3314;60
6100;3315;10
6100;3321;175
6100;3323;175
6100;3324;60
6100;3326;60
6100;3327;435
6100;3328;93
6100;3329;60
6100;3332;10
6100;3333;750
6100;3335;165
6100;3339;175
6100;3344;60
6100;3351;60
6100;3362;10
6100;3363;750
6100;3364;10
6100;3369;10
6100;3371;127
6100;3391;10
6100;3399;10
10600;3111;10
10600;3118;10
10600;3119;10
10600;3131;375
10600;3133;10
10600;3152;175
10600;3159;10
10600;3211;175
10600;3212;60
10600;3219;10
10600;3231;10
10600;3262;175
10600;3271;60
10600;3273;10
10600;3327;10
10600;3335;60
10600;3362;375
10600;3363;375
10600;3371;10
10600;3391;10
6200;3111;175
6200;3116;1750
6200;3121;10
6200;3141;10
6200;3152;750
6200;3211;60
6200;3212;10
6200;3219;750
6200;3231;10
6200;3241;60
6200;3262;175
6200;3273;10
6200;3279;60
6200;3311;60
6200;3312;10
6200;3321;10
6200;3323;207
6200;3324;10
6200;3325;175
6200;3327;10
6200;3335;175
6200;3351;60
6200;3362;375
6200;3363;10
6200;3371;72
6200;3399;10
10302;3111;41
10302;3112;10
10302;3116;10
10302;3118;10
10302;3132;375
10302;3133;60
10302;3152;175
10302;3159;10
10302;3219;10
10302;3231;10
10302;3253;10
10302;3261;60
10302;3273;10
10302;3323;750
10302;3331;10
10302;3342;10
10302;3366;10
10302;3371;80
10802;3212;60
10802;3219;60
10802;3222;175
10802;3241;60
10802;3371;10
10801;3115;60
10801;3116;10
10801;3117;750
10801;3152;175
10801;3211;375
10801;3252;60
10801;3261;60
10801;3315;60
10801;3323;60
10801;3327;60
10801;3371;10
10801;3399;60
10302;3119;375
10302;3141;750
10302;3211;175
10302;3212;60
10302;3219;60
10302;3253;10
10302;3273;10
10302;3322;10
10302;3323;10
10302;3327;10
10302;3331;10
10302;3366;10
10302;3371;60
10302;3391;10
10302;3399;10
10302;3115;375
10302;3116;750
10302;3118;375
10302;3119;175
10302;3122;375
10302;3132;375
10302;3133;10
10302;3149;268
10302;3152;461
10302;3212;60
10302;3219;175
10302;3221;10
10302;3222;60
10302;3231;109
10302;3241;10
10302;3253;60
10302;3255;60
10302;3259;10
10302;3261;175
10302;3262;1750
10302;3272;10
10302;3273;60
10302;3279;10
10302;3312;10
10302;3321;60
10302;3322;60
10302;3323;375
10302;3327;210
10302;3329;10
10302;3331;60
10302;3335;10
10302;3336;10
10302;3339;10
10302;3341;10
10302;3353;375
10302;3362;10
10302;3363;10
10302;3366;10
10302;3371;175
10302;3372;60
10302;3391;60
10302;3399;750
6100;3111;10
6100;3113;10
6100;3116;10
6100;3118;10
6100;3131;750
6100;3132;175
6100;3141;1750
6100;3149;750
6100;3151;60
6100;3152;234
6100;3159;10
6100;3161;60
6100;3169;10
6100;3211;45
6100;3219;34
6100;3221;375
6100;3231;60
6100;3252;750
6100;3256;10
6100;3261;10
6100;3273;41
6100;3311;60
6100;3313;750
6100;3314;10
6100;3315;60
6100;3321;60
6100;3323;10
6100;3324;60
6100;3327;60
6100;3328;10
6100;3329;60
6100;3332;10
6100;3334;433
6100;3335;10
6100;3339;10
6100;3344;10
6100;3359;175
6100;3363;60
6100;3371;10
6100;3372;375
6100;3391;10
6100;3399;10
10700;3111;175
10700;3112;375
10700;3115;750
10700;3116;1034
10700;3118;614
10700;3119;1849
10700;3121;750
10700;3132;10
10700;3141;70
10700;3149;60
10700;3152;10
10700;3159;10
10700;3169;10
10700;3212;10
10700;3219;175
10700;3222;535
10700;3231;2830
10700;3241;1750
10700;3251;209
10700;3252;175
10700;3254;60
10700;3255;269
10700;3256;10
10700;3259;84
10700;3261;1178
10700;3262;100
10700;3271;444
10700;3272;10
10700;3273;750
10700;3274;60
10700;3279;502
10700;3311;2951
10700;3312;626
10700;3313;10
10700;3314;175
10700;3315;4293
10700;3321;435
10700;3322;60
10700;3323;2294
10700;3324;344
10700;3325;60
10700;3326;254
10700;3327;775
10700;3328;435
10700;3329;530
10700;3331;1750
10700;3332;135
10700;3333;175
10700;3334;175
10700;3335;66
10700;3336;10
10700;3339;1114
10700;3341;60
10700;3342;60
10700;3344;10
10700;3345;60
10700;3346;10
10700;3351;10
10700;3352;10
10700;3353;335
10700;3359;375
10700;3361;10
10700;3362;175
10700;3363;348
10700;3364;1750
10700;3365;60
10700;3369;10
10700;3371;1301
10700;3372;521
10700;3379;117
10700;3391;265
10700;3399;1086
10600;3152;750
10600;3211;138
10600;3212;375
10600;3219;175
10600;3231;10
10600;3273;10
10600;3327;10
10600;3333;375
10600;3339;375
10600;3352;375
10600;3371;60
10600;3372;10
6200;3118;10
6200;3119;750
6200;3132;175
6200;3141;10
6200;3149;60
6200;3151;1750
6200;3152;750
6200;3169;10
6200;3212;10
6200;3219;175
6200;3222;60
6200;3231;203
6200;3253;60
6200;3254;10
6200;3261;375
6200;3262;60
6200;3271;175
6200;3272;10
6200;3273;60
6200;3279;10
6200;3311;10
6200;3313;175
6200;3315;175
6200;3321;10
6200;3322;10
6200;3323;60
6200;3327;10
6200;3328;175
6200;3332;60
6200;3334;10
6200;3335;375
6200;3339;10
6200;3359;175
6200;3362;10
6200;3363;10
6200;3364;10
6200;3371;60
6200;3372;750
6200;3391;43
6200;3399;10
6000;3141;60
6000;3149;60
6000;3152;60
6000;3219;10
6000;3221;1750
6000;3231;175
6000;3251;10
6000;3273;10
6000;3279;60
6000;3323;175
6000;3327;10
6000;3391;10
6000;3399;10
9800;3113;10
9800;3118;175
9800;3121;10
9800;3132;750
9800;3133;375
9800;3141;60
9800;3149;60
9800;3152;10
9800;3159;10
9800;3211;175
9800;3219;60
9800;3222;179
9800;3231;151
9800;3241;60
9800;3252;10
9800;3253;10
9800;3256;60
9800;3259;10
9800;3261;375
9800;3262;1750
9800;3273;175
9800;3279;10
9800;3311;10
9800;3312;10
9800;3315;175
9800;3321;10
9800;3323;60
9800;3326;175
9800;3327;173
9800;3329;67
9800;3335;10
9800;3336;750
9800;3344;60
9800;3345;10
9800;3346;1750
9800;3363;10
9800;3371;60
9800;3372;175
9800;3391;10
9800;3399;10
6000;3115;10
6000;3116;750
6000;3141;10
6000;3152;60
6000;3211;60
6000;3219;10
6000;3222;60
6000;3231;60
6000;3251;10
6000;3255;10
6000;3261;151
6000;3271;60
6000;3273;10
6000;3321;60
6000;3326;60
6000;3327;83
6000;3329;10
6000;3334;375
6000;3335;175
6000;3339;175
6000;3341;60
6000;3344;60
6000;3359;218
6000;3363;3750
6000;3371;60
6000;3372;750
6000;3391;60
6000;3399;375
11101;3111;10
11101;3152;175
11101;3219;10
11101;3231;10
11101;3251;10
11101;3252;750
11101;3323;10
11101;3327;60
11101;3332;10
11101;3335;10
11101;3363;175
11101;3399;175
9800;3231;10
9800;3273;10
9800;3323;10
9800;3344;60
9800;3369;10
9800;3371;10
6000;3114;10
6000;3115;175
6000;3116;10
6000;3118;375
6000;3121;175
6000;3132;10
6000;3133;10
6000;3141;175
6000;3149;175
6000;3152;10
6000;3159;10
6000;3169;60
6000;3211;60
6000;3219;175
6000;3222;303
6000;3231;203
6000;3251;60
6000;3254;375
6000;3256;10
6000;3259;60
6000;3261;750
6000;3262;1750
6000;3272;750
6000;3273;175
6000;3279;375
6000;3311;60
6000;3313;60
6000;3314;750
6000;3315;10
6000;3321;160
6000;3323;529
6000;3324;175
6000;3327;528
6000;3328;182
6000;3329;375
6000;3331;10
6000;3332;60
6000;3333;153
6000;3334;175
6000;3335;106
6000;3339;139
6000;3341;3750
6000;3342;1750
6000;3343;10
6000;3344;2619
6000;3345;666
6000;3346;750
6000;3351;175
6000;3353;375
6000;3359;52
6000;3361;175
6000;3362;175
6000;3363;3750
6000;3364;1750
6000;3371;175
6000;3372;60
6000;3391;263
6000;3399;83
10802;3152;10
10802;3211;60
10802;3212;60
10802;3219;750
10802;3221;750
10802;3222;10
10802;3251;10
10802;3252;60
10802;3261;375
10802;3273;175
10802;3327;10
10802;3371;10
10600;3116;60
10600;3119;10
10600;3131;175
10600;3152;175
10600;3211;60
10600;3212;375
10600;3219;1989
10600;3222;10
10600;3231;10
10600;3261;175
10600;3262;375
10600;3273;60
10600;3314;60
10600;3327;10
10600;3329;750
10600;3331;175
10600;3339;375
10600;3351;10
10600;3362;60
10600;3363;60
10600;3371;750
10600;3372;175
10600;3391;10
10600;3399;10
6100;3111;175
6100;3112;60
6100;3113;10
6100;3116;4701
6100;3118;10
6100;3131;175
6100;3132;375
6100;3133;10
6100;3141;10
6100;3151;375
6100;3152;375
6100;3211;175
6100;3212;10
6100;3219;1750
6100;3222;175
6100;3231;269
6100;3251;60
6100;3252;175
6100;3254;10
6100;3256;10
6100;3261;445
6100;3262;97
6100;3271;175
6100;3273;175
6100;3315;60
6100;3323;60
6100;3325;10
6100;3326;10
6100;3327;174
6100;3329;787
6100;3331;60
6100;3332;10
6100;3335;175
6100;3339;479
6100;3341;375
6100;3344;375
6100;3351;10
6100;3353;10
6100;3359;375
6100;3362;10
6100;3363;375
6100;3371;143
6100;3391;282
6100;3399;176
11001;3111;60
11001;3113;60
11001;3115;175
11001;3116;60
11001;3117;550
11001;3118;598
11001;3119;53
11001;3121;375
11001;3132;10
11001;3141;10
11001;3149;60
11001;3152;175
11001;3159;10
11001;3211;435
11001;3212;60
11001;3219;750
11001;3221;3750
11001;3222;375
11001;3231;336
11001;3241;375
11001;3251;2410
11001;3252;750
11001;3253;375
11001;3255;375
11001;3256;60
11001;3259;10
11001;3261;429
11001;3262;56
11001;3272;10
11001;3273;375
11001;3279;235
11001;3311;60
11001;3312;10
11001;3315;6
11001;3323;454
11001;3324;888
11001;3325;60
11001;3327;340
11001;3328;60
11001;3329;240
11001;3331;375
11001;3332;60
11001;3333;10
11001;3335;60
11001;3339;175
11001;3341;375
11001;3342;375
11001;3344;175
11001;3345;60
11001;3352;10
11001;3353;10
11001;3359;10
11001;3362;10
11001;3363;375
11001;3364;1750
11001;3366;2676
11001;3371;338
11001;3372;60
11001;3379;60
11001;3391;77
11001;3399;156
11002;3116;10
11002;3152;750
11002;3211;175
11002;3212;750
11002;3219;10
11002;3221;750
11002;3231;10
11002;3251;10
11002;3261;10
11002;3262;10
11002;3273;375
11002;3371;175
11002;3399;175
11101;3111;60
11101;3112;60
11101;3114;175
11101;3115;60
11101;3116;750
11101;3118;175
11101;3119;175
11101;3121;750
11101;3132;175
11101;3141;60
11101;3149;10
11101;3152;10
11101;3211;180
11101;3212;175
11101;3219;375
11101;3222;175
11101;3231;444
11101;3241;10
11101;3251;60
11101;3252;10
11101;3255;10
11101;3259;60
11101;3261;750
11101;3262;60
11101;3271;60
11101;3272;10
11101;3273;175
11101;3279;10
11101;3313;175
11101;3314;175
11101;3315;10
11101;3321;10
11101;3323;1176
11101;3325;750
11101;3326;10
11101;3327;64
11101;3328;10
11101;3329;375
11101;3331;10
11101;3332;168
11101;3333;175
11101;3334;175
11101;3339;183
11101;3345;60
11101;3352;1750
11101;3359;175
11101;3362;10
11101;3363;375
11101;3365;175
11101;3371;399
11101;3372;10
11101;3379;60
11101;3391;473
11101;3399;90
6000;3111;193
6000;3112;175
6000;3113;10
6000;3116;750
6000;3118;60
6000;3119;10
6000;3121;31
6000;3141;10
6000;3149;750
6000;3152;60
6000;3159;60
6000;3211;175
6000;3212;10
6000;3219;403
6000;3222;175
6000;3231;171
6000;3251;375
6000;3252;1750
6000;3253;10
6000;3255;175
6000;3259;1750
6000;3261;375
6000;3262;175
6000;3271;10
6000;3272;10
6000;3273;60
6000;3274;60
6000;3279;60
6000;3312;60
6000;3313;375
6000;3314;1750
6000;3315;375
6000;3321;23
6000;3323;442
6000;3324;175
6000;3325;175
6000;3326;175
6000;3327;445
6000;3328;10
6000;3329;243
6000;3332;175
6000;3334;1750
6000;3335;60
6000;3339;211
6000;3344;175
6000;3345;10
6000;3352;1750
6000;3353;10
6000;3359;750
6000;3362;34
6000;3363;26
6000;3371;175
6000;3372;10
6000;3391;105
6000;3399;185
10801;3115;10
10801;3116;60
10801;3117;375
10801;3222;175
10801;3231;10
10801;3315;375
10801;3359;10
10801;3362;60
10501;3116;10
10501;3131;175
10501;3152;375
10501;3211;321
10501;3219;60
10501;3231;60
10501;3241;10
10501;3272;60
10501;3315;60
10501;3332;10
10501;3345;10
10501;3371;10
11102;3111;60
11102;3114;60
11102;3116;175
11102;3118;10
11102;3119;175
11102;3152;375
11102;3211;23
11102;3219;283
11102;3231;16
11102;3241;10
11102;3256;10
11102;3259;175
11102;3261;375
11102;3262;175
11102;3273;10
11102;3279;10
11102;3311;10
11102;3314;375
11102;3327;10
11102;3341;175
11102;3344;60
11102;3362;60
11102;3364;175
11102;3369;175
11102;3371;10
11102;3372;10
9600;3116;10
9600;3131;375
9600;3132;750
9600;3152;750
9600;3211;60
9600;3219;60
9600;3231;10
9600;3259;10
9600;3261;60
9600;3273;10
9600;3323;10
9600;3327;10
9600;3328;10
9600;3339;10
9600;3362;10
9600;3371;750
9701;3111;10
9701;3132;1206
9701;3141;750
9701;3149;60
9701;3152;60
9701;3161;10
9701;3211;397
9701;3221;750
9701;3231;10
9701;3241;10
9701;3251;60
9701;3271;375
9701;3273;60
9701;3279;175
9701;3315;10
9701;3323;60
9701;3327;10
9701;3332;10
9701;3335;10
9701;3353;10
9701;3361;10
9701;3362;60
9701;3371;16
9701;3391;10
9701;3399;10
10700;3111;10
10700;3116;60
10700;3131;375
10700;3152;175
10700;3169;10
10700;3212;60
10700;3219;175
10700;3222;10
10700;3231;375
10700;3241;60
10700;3255;175
10700;3259;10
10700;3261;105
10700;3271;175
10700;3273;175
10700;3313;60
10700;3315;10
10700;3323;369
10700;3324;60
10700;3327;10
10700;3329;175
10700;3332;175
10700;3335;10
10700;3339;10
10700;3344;10
10700;3353;10
10700;3359;10
10700;3362;375
10700;3363;10
10700;3371;60
10700;3372;375
10700;3391;10
10700;3118;175
10700;3132;375
10700;3133;10
10700;3141;10
10700;3149;10
10700;3152;10
10700;3211;375
10700;3212;60
10700;3219;294
10700;3221;10
10700;3222;60
10700;3231;85
10700;3241;10
10700;3251;60
10700;3252;10
10700;3254;10
10700;3255;10
10700;3261;60
10700;3262;175
10700;3272;10
10700;3273;602
10700;3274;375
10700;3279;10
10700;3311;10
10700;3312;60
10700;3315;750
10700;3323;273
10700;3324;175
10700;3326;60
10700;3327;338
10700;3328;153
10700;3329;47
10700;3331;60
10700;3332;375
10700;3335;10
10700;3336;10
10700;3339;395
10700;3342;10
10700;3344;60
10700;3345;60
10700;3353;82
10700;3359;332
10700;3371;10
10700;3372;60
10700;3379;10
10700;3391;5
10700;3399;143
10802;3152;175
10802;3211;60
10802;3219;175
10802;3222;332
10802;3231;60
10802;3273;10
10802;3327;10
9500;3111;60
9500;3115;175
9500;3116;175
9500;3131;750
9500;3132;750
9500;3133;175
9500;3141;10
9500;3149;10
9500;3152;167
9500;3211;60
9500;3212;375
9500;3219;375
9500;3221;1750
9500;3222;60
9500;3231;281
9500;3251;60
9500;3253;175
9500;3261;175
9500;3262;60
9500;3272;10
9500;3273;10
9500;3279;10
9500;3315;380
9500;3323;60
9500;3327;383
9500;3329;60
9500;3331;10
9500;3332;10
9500;3334;10
9500;3336;10
9500;3339;147
9500;3345;175
9500;3352;10
9500;3362;60
9500;3363;10
9500;3366;175
9500;3371;750
9500;3399;10
9500;3116;60
9500;3131;750
9500;3132;750
9500;3133;375
9500;3151;375
9500;3152;3750
9500;3159;60
9500;3211;60
9500;3212;10
9500;3219;10
9500;3231;60
9500;3241;10
9500;3252;10
9500;3261;175
9500;3273;60
9500;3315;375
9500;3323;175
9500;3327;175
9500;3329;10
9500;3371;175
9500;3391;10
9500;3399;10
10801;3111;175
10801;3116;10
10801;3118;175
10801;3119;750
10801;3149;60
10801;3152;60
10801;3211;372
10801;3219;376
10801;3222;175
10801;3231;169
10801;3241;855
10801;3251;60
10801;3252;175
10801;3253;60
10801;3254;10
10801;3255;10
10801;3259;10
10801;3261;1750
10801;3262;1750
10801;3273;375
10801;3279;10
10801;3311;750
10801;3312;175
10801;3313;60
10801;3323;289
10801;3324;175
10801;3325;10
10801;3327;153
10801;3329;60
10801;3331;60
10801;3332;10
10801;3335;10
10801;3339;10
10801;3344;10
10801;3345;10
10801;3346;750
10801;3361;1750
10801;3362;10
10801;3363;750
10801;3366;10
10801;3371;119
10801;3391;33
10801;3399;121
10600;3111;60
10600;3116;750
10600;3121;10
10600;3149;375
10600;3211;375
10600;3212;10
10600;3219;60
10600;3231;10
10600;3241;10
10600;3259;175
10600;3262;10
10600;3273;34
10600;3323;10
10600;3324;60
10600;3327;189
10600;3328;10
10600;3329;10
10600;3332;10
10600;3339;10
10600;3342;10
10600;3351;10
10600;3359;10
10600;3371;175
10600;3379;60
10600;3391;10
11001;3152;175
11001;3211;60
11001;3251;1750
11001;3252;10
11001;3255;10
11001;3152;175
11001;3211;60
11001;3219;60
11001;3221;750
11001;3259;10
11001;3322;60
10600;3111;60
10600;3141;175
10600;3149;175
10600;3152;60
10600;3211;128
10600;3219;3938
10600;3231;60
10600;3261;175
10600;3273;10
10600;3274;10
10600;3314;60
10600;3323;150
10600;3324;60
10600;3327;10
10600;3331;60
10600;3339;10
10600;3362;750
10600;3363;10
10600;3371;1223
10600;3372;60
10600;3379;175
10600;3399;60
34101;3117;1750
34114;3117;3750
34114;3366;10
34102;3111;60
34102;3113;10
34102;3115;60
34102;3117;196
34102;3118;175
34102;3119;54
34102;3121;60
34102;3132;10
34102;3133;60
34102;3141;10
34102;3149;10
34102;3152;10
34102;3159;10
34102;3169;10
34102;3211;10
34102;3219;60
34102;3222;10
34102;3231;342
34102;3241;78
34102;3251;60
34102;3253;10
34102;3255;10
34102;3256;10
34102;3261;60
34102;3262;10
34102;3271;10
34102;3272;10
34102;3273;62
34102;3279;10
34102;3313;10
34102;3314;10
34102;3322;10
34102;3323;116
34102;3324;10
34102;3327;59
34102;3328;10
34102;3329;10
34102;3331;10
34102;3336;10
34102;3339;10
34102;3341;10
34102;3345;10
34102;3353;10
34102;3362;60
34102;3364;60
34102;3366;10
34102;3371;60
34102;3372;10
34102;3379;10
34102;3391;60
34102;3399;60
34112;3117;175
34104;3117;175
34104;3323;10
34107;3117;60
